total_trades,win_rate,profit_factor,total_return,sharpe,avg_win,avg_loss,symbol,fast_ema,slow_ema,breakout_period,use_volume,volume_threshold,take_profit,stop_loss,trailing_stop
172,0.3430232558139535,1.1465149174716331,0.24008444274000304,0.8997346316539269,0.03836694473917247,0.01747234011120096,ETH/USD,5,13,10,False,1.0,0.04,0.015,0.025
155,0.33548387096774196,1.1539598358335914,0.2353816114200097,0.9554018336484797,0.04025980431490568,0.01761355765562375,ETH/USD,9,21,15,False,1.0,0.04,0.015,0.025
65,0.4461538461538462,1.2779617469385833,0.23369496320350228,1.530329462440108,0.0422589221537203,0.026637659221231076,ETH/USD,20,50,30,False,1.0,0.08,0.025,0.04
109,0.3577981651376147,1.1941352309014475,0.23184298994920918,1.2243854095063151,0.0408736602757087,0.019070258776892474,ETH/USD,12,26,15,True,1.2,0.04,0.015,0.025
102,0.35294117647058826,1.1886887047803276,0.22464851813539208,1.1653386447045548,0.046318219577559244,0.02125407880493854,ETH/USD,20,50,20,False,1.0,0.05,0.02,0.03
76,0.39473684210526316,1.2195152236371622,0.22462142021678663,1.2503732079854133,0.05289138749087465,0.028285323936624824,ETH/USD,9,21,15,True,1.2,0.08,0.025,0.04
144,0.3333333333333333,1.1567391891198335,0.22251946783926815,0.9641215658150141,0.04087305008489541,0.017667357719589254,ETH/USD,12,26,15,False,1.0,0.04,0.015,0.025
51,0.39215686274509803,1.4285302584484512,0.2224630930347541,2.2763724832941277,0.037395971654543184,0.016888990053116427,BTC/USD,20,50,15,False,1.0,0.05,0.02,0.03
44,0.4090909090909091,1.503515490281739,0.2186695778350997,2.566612932170226,0.03616498162693541,0.016652502175286594,BTC/USD,20,50,20,True,1.2,0.05,0.02,0.03
46,0.391304347826087,1.4405573494120572,0.20732587865264904,2.3295051079815914,0.03818303128512115,0.017039401039879512,BTC/USD,20,50,15,True,1.2,0.05,0.02,0.03
130,0.35384615384615387,1.1427463493308043,0.20232421116873356,0.905711808121778,0.04616645908145343,0.022123573064953793,ETH/USD,9,21,15,False,1.0,0.05,0.02,0.03
74,0.40540540540540543,1.1992324559796004,0.18754352514025233,1.151274051573989,0.04967814703838716,0.02824428551855805,ETH/USD,9,21,20,True,1.2,0.08,0.025,0.04
62,0.3387096774193548,1.3060520174199999,0.17938025515931805,1.7912973623902375,0.0379170342403215,0.014869943706464689,BTC/USD,9,21,15,True,1.5,0.04,0.015,0.025
113,0.35398230088495575,1.148209286885567,0.16898867587578442,0.9582543198010566,0.04009656888050161,0.019134771792206476,ETH/USD,9,21,15,True,1.5,0.04,0.015,0.025
96,0.34375,1.169132576023557,0.16692116189454992,1.0728881412667925,0.04145090263116918,0.018571356246487977,ETH/USD,20,50,15,True,1.2,0.04,0.015,0.025
121,0.34710743801652894,1.1307744349848161,0.16643415738045533,0.8400599368226093,0.04731345805289216,0.022244923106677392,ETH/USD,12,26,20,False,1.0,0.05,0.02,0.03
157,0.3375796178343949,1.1196589551569645,0.16316583637294096,0.7439716429633524,0.03865297094126991,0.017592989867169933,ETH/USD,12,26,10,False,1.0,0.04,0.015,0.025
101,0.33663366336633666,1.158727538264418,0.16090350865064776,1.0085315735665557,0.0417263579312064,0.018273985037197873,ETH/USD,20,50,10,True,1.2,0.04,0.015,0.025
124,0.33064516129032256,1.130768855247705,0.15303734531200008,0.8451352296039084,0.04124576946274495,0.018018197216945676,ETH/USD,5,13,10,True,1.5,0.04,0.015,0.025
74,0.40540540540540543,1.1727286364964424,0.14902204646128667,0.9941506063720439,0.04879545439145998,0.028369417236685842,ETH/USD,5,13,15,True,1.5,0.08,0.025,0.04
139,0.35251798561151076,1.1218655420657586,0.14864781627868234,0.7688067968046287,0.036875426075202306,0.01789574606792665,ETH/USD,20,50,10,False,1.0,0.04,0.015,0.025
53,0.37735849056603776,1.2591668583775355,0.1459064564630846,1.5198011013845605,0.039491995749772545,0.01900823764492199,BTC/USD,12,26,15,True,1.2,0.05,0.02,0.03
68,0.3235294117647059,1.2335261283863677,0.14522613536795742,1.4013544307645864,0.03814266402180821,0.01478861553299022,BTC/USD,9,21,15,True,1.2,0.04,0.015,0.025
65,0.35384615384615387,1.24218208719322,0.1411798286454574,1.426411111232907,0.03437472824238447,0.015154184025300686,BTC/USD,12,26,15,True,1.2,0.04,0.015,0.025
138,0.34057971014492755,1.106279428089365,0.14052943873306994,0.6959709753343951,0.04917399610311517,0.022957634194416248,ETH/USD,5,13,10,False,1.0,0.05,0.02,0.03
125,0.336,1.1213919287746281,0.1333410867601642,0.7675513616470521,0.03919668464037507,0.017687363728512342,ETH/USD,20,50,15,False,1.0,0.04,0.015,0.025
43,0.3953488372093023,1.322943108501903,0.132524229040727,1.7685651603800925,0.034457783562221,0.017030278254168033,BTC/USD,20,50,20,True,1.5,0.05,0.02,0.03
58,0.3620689655172414,1.2172040651012657,0.1286884751310252,1.2733090328423116,0.04015267127365699,0.01872270609302777,BTC/USD,12,26,15,False,1.0,0.05,0.02,0.03
65,0.35384615384615387,1.2058101528454779,0.12231508430579852,1.2508850521093382,0.035288827265833655,0.016026431634620135,BTC/USD,20,50,30,False,1.0,0.04,0.015,0.025
45,0.37777777777777777,1.2776232360186581,0.12198239357955518,1.5694796855118063,0.03659454202382941,0.017390193113126565,BTC/USD,20,50,15,True,1.5,0.05,0.02,0.03
51,0.37254901960784315,1.227192199472457,0.1179118030542606,1.3494112869151296,0.0385543929818822,0.018653696497446106,BTC/USD,9,21,15,True,1.5,0.05,0.02,0.03
54,0.35185185185185186,1.2119590819243993,0.11763454580942798,1.2701533931254079,0.0414615876347859,0.018571352232455093,BTC/USD,5,13,15,True,1.2,0.05,0.02,0.03
116,0.3448275862068966,1.111989352337485,0.11718469495092686,0.7360696181348336,0.04034166502331488,0.019094117430887864,ETH/USD,9,21,20,True,1.2,0.04,0.015,0.025
61,0.36065573770491804,1.213101927845335,0.11653977480244648,1.2816161345661379,0.03398808455190062,0.015804744188904072,BTC/USD,12,26,15,True,1.5,0.04,0.015,0.025
58,0.3620689655172414,1.1958765505037932,0.11504860807263867,1.163110034663476,0.04038019997496161,0.019164596770482642,BTC/USD,12,26,20,False,1.0,0.05,0.02,0.03
64,0.328125,1.1967588606424426,0.11477940079768213,1.2153385149189193,0.0379170342403215,0.015473143322489929,BTC/USD,5,13,15,True,1.5,0.04,0.015,0.025
54,0.35185185185185186,1.2072222068463248,0.11477610342158405,1.2462329128751517,0.0414615876347859,0.01864422214410613,BTC/USD,9,21,15,True,1.2,0.05,0.02,0.03
117,0.3418803418803419,1.109137983006313,0.11301265879018046,0.7160046977756115,0.04034166502331488,0.018894591497279407,ETH/USD,5,13,20,True,1.2,0.04,0.015,0.025
39,0.4358974358974359,1.2725221997550111,0.1110025616581479,1.4075277337331447,0.03635353843525118,0.022075348166394223,BTC/USD,20,50,15,False,1.0,0.08,0.025,0.04
43,0.3953488372093023,1.275881857159439,0.10933524939697217,1.5314251940937662,0.03307684873307551,0.01695076248957887,BTC/USD,20,50,30,True,1.2,0.05,0.02,0.03
63,0.36507936507936506,1.1623025082632488,0.10776313736201192,1.0185549580849924,0.04294957054260579,0.02124748323816312,BTC/USD,5,13,10,False,1.0,0.05,0.02,0.03
119,0.31932773109243695,1.1024567753518235,0.10750306910696218,0.6469915986847501,0.05547454076165042,0.023606452224413377,ETH/USD,5,13,10,False,1.0,0.06,0.02,0.035
59,0.3559322033898305,1.184301801818536,0.1070322190729179,1.0957893508495902,0.04021735691651982,0.01876665341531895,BTC/USD,9,21,15,False,1.0,0.05,0.02,0.03
40,0.325,1.298703164078751,0.10543756590178818,1.5178960579561216,0.03969335599684273,0.014715923067677066,BTC/USD,5,13,30,True,1.2,0.06,0.02,0.035
40,0.325,1.298703164078751,0.10543756590178818,1.5178960579561216,0.03969335599684273,0.014715923067677066,BTC/USD,9,21,30,True,1.2,0.06,0.02,0.035
51,0.37254901960784315,1.198897083438566,0.10075133143451967,1.1935298760356319,0.03813960875096687,0.01888852096540026,BTC/USD,12,26,15,True,1.5,0.05,0.02,0.03
50,0.4,1.215171231493255,0.09931174623581228,1.2394457062624489,0.03276387486040467,0.017974901539948955,BTC/USD,20,50,30,False,1.0,0.05,0.02,0.03
38,0.34210526315789475,1.2809695709529003,0.09916290577613981,1.474572713159496,0.03971918441463458,0.016123705327555672,BTC/USD,20,50,30,True,1.2,0.06,0.02,0.035
53,0.37735849056603776,1.1891905721460507,0.09816292739988712,1.1368247486704397,0.03729728805074726,0.01900823764492199,BTC/USD,12,26,20,True,1.2,0.05,0.02,0.03
40,0.325,1.2746527759372974,0.09702895440607208,1.4160787023504517,0.03969335599684273,0.014993585869907386,BTC/USD,12,26,30,True,1.2,0.06,0.02,0.035
52,0.36538461538461536,1.1887504468459944,0.09628528950031796,1.1399228216316561,0.0385543929818822,0.01867337580982562,BTC/USD,5,13,15,True,1.5,0.05,0.02,0.03
77,0.38961038961038963,1.1264153413043958,0.09555397365401731,0.7597950975885048,0.05009037934960291,0.028384363556831427,ETH/USD,5,13,20,True,1.2,0.08,0.025,0.04
41,0.36585365853658536,1.2428048459879222,0.09175058752178337,1.3194773286164103,0.036579832887695514,0.016980743043470838,BTC/USD,20,50,15,True,1.2,0.06,0.02,0.035
50,0.36,1.1906665311184004,0.09136671003207775,1.1328698001847528,0.038371294882622926,0.018127538489892337,BTC/USD,20,50,10,True,1.2,0.05,0.02,0.03
58,0.3620689655172414,1.161193001337875,0.09134745203801777,0.978765346556092,0.04044879918649469,0.019770551957217504,BTC/USD,9,21,20,False,1.0,0.05,0.02,0.03
58,0.3448275862068966,1.168421476652743,0.09098510065549326,1.0165930051293657,0.039238391686700055,0.017674944795970177,BTC/USD,20,50,10,False,1.0,0.05,0.02,0.03
116,0.33620689655172414,1.0935857647776819,0.08902896800501585,0.6204527394260437,0.041045875173119827,0.01901036929440516,ETH/USD,5,13,15,True,1.5,0.04,0.015,0.025
39,0.4358974358974359,1.2333974179831435,0.08500053619471382,1.206525239790684,0.032509936464804774,0.02036757510167646,BTC/USD,20,50,20,False,1.0,0.08,0.025,0.04
37,0.43243243243243246,1.2230045886171395,0.08043902858289803,1.1823866428953764,0.03454721480689272,0.021522149399030785,BTC/USD,20,50,30,False,1.0,0.08,0.025,0.04
70,0.3142857142857143,1.1270342242519185,0.07308677847687686,0.8072950418288379,0.03814266402180821,0.015511555875716792,BTC/USD,5,13,15,True,1.2,0.04,0.015,0.025
54,0.35185185185185186,1.1444293366770055,0.07106894953503033,0.887016741588062,0.039151369004232967,0.018571352232455093,BTC/USD,5,13,20,True,1.2,0.05,0.02,0.03
59,0.3559322033898305,1.1305555233413154,0.06953125378786063,0.8022581653176726,0.04044879918649469,0.01977194688757371,BTC/USD,5,13,20,False,1.0,0.05,0.02,0.03
58,0.3620689655172414,1.164022013349751,0.06947601742604366,0.951223069337847,0.02816043524427318,0.01373079679759782,BTC/USD,5,13,30,True,1.2,0.04,0.015,0.025
58,0.3620689655172414,1.164022013349751,0.06947601742604366,0.951223069337847,0.02816043524427318,0.01373079679759782,BTC/USD,9,21,30,True,1.2,0.04,0.015,0.025
65,0.3384615384615385,1.1343157342699999,0.06896782183332052,0.8290732434070057,0.03370508356721929,0.015202523282523717,BTC/USD,12,26,20,True,1.2,0.04,0.015,0.025
59,0.3389830508474576,1.1447634354108545,0.06865641454499109,0.8903559751680294,0.033809767181829084,0.015145786114582723,BTC/USD,20,50,15,True,1.2,0.04,0.015,0.025
54,0.35185185185185186,1.1399563978753795,0.06832960249432327,0.8626573451684102,0.039151369004232967,0.01864422214410613,BTC/USD,9,21,20,True,1.2,0.05,0.02,0.03
46,0.391304347826087,1.1615336960150127,0.06502386606977689,0.9594370772392126,0.03296112692187867,0.01824251500498588,BTC/USD,5,13,30,True,1.2,0.05,0.02,0.03
46,0.391304347826087,1.1615336960150127,0.06502386606977689,0.9594370772392126,0.03296112692187867,0.01824251500498588,BTC/USD,9,21,30,True,1.2,0.05,0.02,0.03
62,0.3387096774193548,1.1244654443918078,0.06500718831287995,0.7516955873778021,0.040097724806190685,0.018264553303531383,BTC/USD,5,13,15,False,1.0,0.05,0.02,0.03
53,0.33962264150943394,1.163149574266397,0.06383517317979132,0.9509403048985839,0.03047365996908448,0.01347390596259736,BTC/USD,20,50,30,True,1.2,0.04,0.015,0.025
51,0.37254901960784315,1.1404549434428919,0.06297475971441527,0.8577381220838824,0.035829390120413925,0.018653696497446106,BTC/USD,9,21,20,True,1.5,0.05,0.02,0.03
136,0.3382352941176471,1.0723939626763874,0.06252522725946473,0.47290212308640733,0.04581232740779867,0.021834503343853597,ETH/USD,5,13,15,False,1.0,0.05,0.02,0.03
58,0.3620689655172414,1.1469796751095873,0.06134100734453714,0.8625233805959547,0.02816043524427318,0.013934815132368453,BTC/USD,12,26,30,True,1.2,0.04,0.015,0.025
40,0.35,1.1700863516190838,0.05814230476454941,0.9479574405499581,0.03716728572722857,0.017103997346375566,BTC/USD,20,50,20,True,1.2,0.06,0.02,0.035
46,0.391304347826087,1.144693780626925,0.05692268419028023,0.8691651061082276,0.03296112692187867,0.018510885825504912,BTC/USD,12,26,30,True,1.2,0.05,0.02,0.03
66,0.3333333333333333,1.114184637218936,0.056307567349628516,0.7102357729016078,0.03370508356721929,0.015125447991882644,BTC/USD,9,21,20,True,1.2,0.04,0.015,0.025
57,0.3333333333333333,1.1285409128960675,0.05542013558140916,0.788059168789568,0.033105641638576704,0.014667453018438132,BTC/USD,20,50,20,True,1.2,0.04,0.015,0.025
51,0.37254901960784315,1.126276664168923,0.05488916451217974,0.7786586105093025,0.035829390120413925,0.01888852096540026,BTC/USD,12,26,20,True,1.5,0.05,0.02,0.03
62,0.3387096774193548,1.1114399637960415,0.05121831160488291,0.6936625023895076,0.03326814043075216,0.015331263765989919,BTC/USD,9,21,20,True,1.5,0.04,0.015,0.025
53,0.3584905660377358,1.1124927462974785,0.049907851718823074,0.7062549659308539,0.03831796373807382,0.019247747733410064,BTC/USD,12,26,10,True,1.5,0.05,0.02,0.03
68,0.3088235294117647,1.0985091260732507,0.049797196142547726,0.635434284792224,0.03780635886165305,0.015377389677239527,BTC/USD,9,21,10,True,1.5,0.04,0.015,0.025
42,0.38095238095238093,1.1368692117375212,0.047689547425122325,0.751794134889726,0.03858980200415063,0.020888568552048625,BTC/USD,5,13,15,False,1.0,0.08,0.025,0.04
40,0.4,1.131820567054742,0.04515010263353397,0.7438048499393336,0.038812080789948925,0.022861150680416244,BTC/USD,9,21,15,False,1.0,0.08,0.025,0.04
62,0.3387096774193548,1.0982509987524234,0.04322217945845896,0.6174902333490483,0.03326814043075216,0.015515377872978055,BTC/USD,12,26,20,True,1.5,0.04,0.015,0.025
110,0.32727272727272727,1.0678650703188644,0.042739960517110924,0.4421813531632607,0.04688727123525324,0.02136039887264613,ETH/USD,20,50,15,False,1.0,0.05,0.02,0.03
52,0.36538461538461536,1.1047302323207837,0.04241102831301414,0.6504069161005559,0.035829390120413925,0.01867337580982562,BTC/USD,5,13,20,True,1.5,0.05,0.02,0.03
127,0.33070866141732286,1.0633897330727105,0.042324586082340646,0.4196348003465439,0.04750985102177292,0.022076060233495332,ETH/USD,12,26,15,False,1.0,0.05,0.02,0.03
72,0.3194444444444444,1.0847734365800294,0.04121030780785531,0.5414241186878045,0.03588999776608317,0.01552981010961195,BTC/USD,5,13,30,False,1.0,0.04,0.015,0.025
72,0.3194444444444444,1.0847734365800294,0.04121030780785531,0.5414241186878045,0.03588999776608317,0.01552981010961195,BTC/USD,9,21,30,False,1.0,0.04,0.015,0.025
72,0.3194444444444444,1.082677093011029,0.03969520201379437,0.529218255044862,0.03588999776608317,0.015559879848559267,BTC/USD,12,26,30,False,1.0,0.04,0.015,0.025
54,0.35185185185185186,1.1107920970142051,0.039658616385214736,0.6593199349413088,0.02852493238127746,0.013940469449068696,BTC/USD,5,13,30,True,1.5,0.04,0.015,0.025
54,0.35185185185185186,1.1107920970142051,0.039658616385214736,0.6593199349413088,0.02852493238127746,0.013940469449068696,BTC/USD,9,21,30,True,1.5,0.04,0.015,0.025
38,0.39473684210526316,1.1268783534902813,0.03847065841008334,0.7074964142457784,0.03619108796367383,0.020945369463762135,BTC/USD,5,13,30,False,1.0,0.08,0.025,0.04
38,0.39473684210526316,1.1268783534902813,0.03847065841008334,0.7074964142457784,0.03619108796367383,0.020945369463762135,BTC/USD,9,21,30,False,1.0,0.08,0.025,0.04
80,0.375,1.0840567920636426,0.038211905559964725,0.5124157722102812,0.05139451227202531,0.028445656711871634,ETH/USD,5,13,15,True,1.2,0.08,0.025,0.04
49,0.3469387755102041,1.1053094811653896,0.036101253920969245,0.605598828786185,0.03592473209397042,0.0172666698785569,BTC/USD,5,13,30,False,1.0,0.06,0.02,0.035
49,0.3469387755102041,1.1053094811653896,0.036101253920969245,0.605598828786185,0.03592473209397042,0.0172666698785569,BTC/USD,9,21,30,False,1.0,0.06,0.02,0.035
132,0.3409090909090909,1.0591339113905238,0.0353862495250547,0.3901840698599379,0.045346092769211054,0.022145335276337212,ETH/USD,12,26,10,False,1.0,0.05,0.02,0.03
63,0.3333333333333333,1.0839986977892553,0.034430370168352785,0.5293095248991372,0.03326814043075216,0.015345101658609169,BTC/USD,5,13,20,True,1.5,0.04,0.015,0.025
52,0.36538461538461536,1.0986423196136714,0.03442240226069953,0.5671427607135942,0.0344318392094522,0.018044446238954213,BTC/USD,9,21,15,False,1.0,0.06,0.02,0.035
49,0.32653061224489793,1.101349838783199,0.0323631467053201,0.60962677358383,0.031195653409878465,0.013733297774255575,BTC/USD,20,50,30,True,1.5,0.04,0.015,0.025
54,0.35185185185185186,1.0938685798167866,0.03175041350098945,0.5655464875303151,0.02852493238127746,0.01415614597439765,BTC/USD,12,26,30,True,1.5,0.04,0.015,0.025
65,0.3384615384615385,1.0763805389756926,0.031613722143239285,0.49155910373861295,0.03388243987226257,0.016105086600327834,BTC/USD,12,26,10,True,1.5,0.04,0.015,0.025
42,0.38095238095238093,1.1033800992312408,0.030918528632547897,0.6223196604534733,0.031069942483450193,0.017328538568460308,BTC/USD,20,50,30,True,1.5,0.05,0.02,0.03
67,0.3283582089552239,1.0746033453861132,0.030403315048605144,0.4739245545558533,0.03370508356721929,0.015334068078081686,BTC/USD,5,13,20,True,1.2,0.04,0.015,0.025
38,0.39473684210526316,1.1086917405488457,0.03006530015877579,0.6131050634429894,0.03619108796367383,0.02128895038298521,BTC/USD,12,26,30,False,1.0,0.08,0.025,0.04
57,0.3508771929824561,1.073560353889555,0.02667009490252167,0.4741177620446167,0.039648246153305554,0.019962999126732845,BTC/USD,12,26,10,True,1.2,0.05,0.02,0.03
126,0.3253968253968254,1.0503232404539222,0.025810568240937755,0.3377068694004752,0.040364943843502046,0.018537292743252824,ETH/USD,9,21,10,True,1.2,0.04,0.015,0.025
49,0.3469387755102041,1.0850309721280647,0.025241264079760184,0.49581196180115644,0.03592473209397042,0.01758937248352502,BTC/USD,12,26,30,False,1.0,0.06,0.02,0.035
57,0.3333333333333333,1.0720213019246558,0.024519817441807028,0.4597784385420503,0.03333233969492382,0.01554649130342864,BTC/USD,20,50,15,True,1.5,0.04,0.015,0.025
47,0.3404255319148936,1.0863386225101133,0.023754128248944288,0.4918842992808869,0.0343381096862536,0.01631433786362719,BTC/USD,12,26,15,True,1.2,0.06,0.02,0.035
41,0.3902439024390244,1.0920728253942058,0.02350283927363398,0.5222569463902121,0.038231174839699913,0.02240505516523199,BTC/USD,12,26,15,False,1.0,0.08,0.025,0.04
47,0.3404255319148936,1.0820153832697919,0.021832846730074743,0.47073185330795336,0.034805110580251354,0.01660228525322259,BTC/USD,20,50,30,False,1.0,0.06,0.02,0.035
70,0.34285714285714286,1.0579249992858046,0.020769001612697867,0.38028121377171464,0.03394815920719819,0.016742286151270082,BTC/USD,20,50,20,False,1.0,0.04,0.015,0.025
74,0.2972972972972973,1.048287786139839,0.014284508598757748,0.31771648211787745,0.03802491678742057,0.015346420140901944,BTC/USD,9,21,10,True,1.2,0.04,0.015,0.025
49,0.3469387755102041,1.0603362327556358,0.014220149874816524,0.38201482637330253,0.036793879950596006,0.018434481553983504,BTC/USD,20,50,10,True,1.5,0.05,0.02,0.03
44,0.3409090909090909,1.0629464679757952,0.012295697227148595,0.3778045377055388,0.03680681626525599,0.017910599439046226,BTC/USD,20,50,10,True,1.2,0.06,0.02,0.035
71,0.323943661971831,1.0466122515438039,0.012018610140755845,0.30275603664606693,0.03426210045297022,0.015686092383145698,BTC/USD,12,26,10,True,1.2,0.04,0.015,0.025
55,0.32727272727272727,1.05145281736213,0.011830210265162714,0.32823507424821496,0.03256257231666268,0.015066060155735438,BTC/USD,20,50,20,True,1.5,0.04,0.015,0.025
47,0.3404255319148936,1.058532976067434,0.009704309512652436,0.33572792250662903,0.03358536350141175,0.016375853708798092,BTC/USD,12,26,20,True,1.2,0.06,0.02,0.035
54,0.35185185185185186,1.055586089938134,0.00953051089847213,0.32406973734632827,0.03373017622980667,0.017346445989311888,BTC/USD,12,26,15,False,1.0,0.06,0.02,0.035
57,0.3333333333333333,1.0479493893238143,0.007897660214561984,0.31011589165235837,0.04019950594053888,0.019180079854084115,BTC/USD,5,13,30,False,1.0,0.05,0.02,0.03
57,0.3333333333333333,1.0479493893238143,0.007897660214561984,0.31011589165235837,0.04019950594053888,0.019180079854084115,BTC/USD,9,21,30,False,1.0,0.05,0.02,0.03
53,0.3584905660377358,1.0392784036911276,-0.0006488739935082776,0.2319410836948579,0.03375717678574226,0.018151348673643597,BTC/USD,9,21,20,False,1.0,0.06,0.02,0.035
50,0.36,1.037671135962643,-0.0007022252432647292,0.22091386932187626,0.03203949870185782,0.017367947700574607,BTC/USD,20,50,20,False,1.0,0.06,0.02,0.035
66,0.3181818181818182,1.036519872628237,-0.0015094901251410193,0.23637919669166252,0.04285163525888359,0.019292857103427073,BTC/USD,12,26,10,False,1.0,0.05,0.02,0.03
57,0.3333333333333333,1.0332846865151146,-0.002666693035249227,0.21755998673654653,0.04019950594053888,0.01945228960864449,BTC/USD,12,26,30,False,1.0,0.05,0.02,0.03
55,0.34545454545454546,1.0323043837932986,-0.0027272931144074392,0.21275298547059113,0.0385378948927518,0.01970295277831809,BTC/USD,9,21,10,True,1.5,0.05,0.02,0.03
54,0.3333333333333333,1.0338104864581883,-0.003309414538342753,0.20142054912558743,0.03565614427821259,0.017245009963271773,BTC/USD,5,13,15,False,1.0,0.06,0.02,0.035
45,0.37777777777777777,1.0232331929321685,-0.005896512845255347,0.14769032919096106,0.03127217248176019,0.018555570988888714,BTC/USD,5,13,30,True,1.5,0.05,0.02,0.03
45,0.37777777777777777,1.0232331929321685,-0.005896512845255347,0.14769032919096106,0.03127217248176019,0.018555570988888714,BTC/USD,9,21,30,True,1.5,0.05,0.02,0.03
133,0.3082706766917293,1.0289721691857818,-0.007081648466840488,0.19600993047114043,0.041360256419993344,0.017913300999925278,ETH/USD,5,13,10,True,1.2,0.04,0.015,0.025
63,0.31746031746031744,1.0189341120168856,-0.007103590068823906,0.12435575301964005,0.033693558034227224,0.015380211690509515,BTC/USD,20,50,10,True,1.2,0.04,0.015,0.025
50,0.38,1.0243724082816315,-0.007769020381294649,0.14647124783913823,0.03072770943427384,0.01838502490076048,BTC/USD,20,50,15,False,1.0,0.06,0.02,0.035
54,0.35185185185185186,1.0217827354741496,-0.01106132927988183,0.12895480968401057,0.03343913062118995,0.017765685677026417,BTC/USD,12,26,20,False,1.0,0.06,0.02,0.035
54,0.35185185185185186,1.019311178482629,-0.012498621973885383,0.11735801034494484,0.034450959765007096,0.01834763512998877,BTC/USD,5,13,10,False,1.0,0.06,0.02,0.035
45,0.37777777777777777,1.0086450724231963,-0.013458233678988109,0.05556735114915069,0.03127217248176019,0.01882394180940775,BTC/USD,12,26,30,True,1.5,0.05,0.02,0.03
54,0.35185185185185186,1.0075539001339184,-0.020268376954262566,0.04542705330929086,0.03390865274263641,0.018269548004881914,BTC/USD,5,13,20,False,1.0,0.06,0.02,0.035
49,0.30612244897959184,0.9952366672860902,-0.023063610031284407,-0.028792539991533368,0.036788149335274335,0.0163077450989291,BTC/USD,9,21,15,True,1.2,0.06,0.02,0.035
71,0.29577464788732394,0.9987064405283587,-0.024125286859091648,-0.008828503656164118,0.03780635886165305,0.015899237330935588,BTC/USD,5,13,10,True,1.5,0.04,0.015,0.025
41,0.24390243902439024,0.9750204995691927,-0.02806445567456103,-0.1488285304921932,0.04439419709630724,0.014687597591098646,BTC/USD,5,13,30,True,1.5,0.06,0.02,0.035
41,0.24390243902439024,0.9750204995691927,-0.02806445567456103,-0.1488285304921932,0.04439419709630724,0.014687597591098646,BTC/USD,9,21,30,True,1.5,0.06,0.02,0.035
55,0.34545454545454546,0.9927078150884012,-0.030042628026990495,-0.04468059696516973,0.03461103661278942,0.01840112036234612,BTC/USD,9,21,10,False,1.0,0.06,0.02,0.035
65,0.3230769230769231,1.0014779278218044,-0.03162792349894062,0.009858111903929436,0.04247536334717498,0.02024241567729623,BTC/USD,9,21,10,False,1.0,0.05,0.02,0.03
82,0.2926829268292683,0.9930126841450384,-0.033805013809887895,-0.04693831348608048,0.03798715932597543,0.015829429774316568,BTC/USD,9,21,15,False,1.0,0.04,0.015,0.025
42,0.35714285714285715,0.9897819051516168,-0.034197688014068084,-0.06197260967806381,0.04017289429687635,0.022548679151653105,BTC/USD,20,50,10,False,1.0,0.08,0.025,0.04
41,0.24390243902439024,0.9592265696303659,-0.03545757188772568,-0.24599345199748454,0.04439419709630724,0.014929432934976665,BTC/USD,12,26,30,True,1.5,0.06,0.02,0.035
41,0.3902439024390244,0.9789987958908535,-0.03551892024267163,-0.12681841737741584,0.03391696332653062,0.02217250584994555,BTC/USD,9,21,20,False,1.0,0.08,0.025,0.04
49,0.30612244897959184,0.9701780940504915,-0.036470910492601795,-0.18146749791275352,0.03598522007144303,0.016363833075408448,BTC/USD,5,13,20,True,1.2,0.06,0.02,0.035
49,0.30612244897959184,0.9701780940504915,-0.036470910492601795,-0.18146749791275352,0.03598522007144303,0.016363833075408448,BTC/USD,9,21,20,True,1.2,0.06,0.02,0.035
74,0.32432432432432434,0.9838269200374178,-0.03761904872355026,-0.11009797022012696,0.034202107681036854,0.016686890094726525,BTC/USD,20,50,15,False,1.0,0.04,0.015,0.025
123,0.3252032520325203,1.0073545838279399,-0.04033713977501029,0.05092250051835338,0.04010365786877872,0.019185959287248863,ETH/USD,9,21,15,True,1.2,0.04,0.015,0.025
38,0.2631578947368421,0.9334147589577947,-0.04413163707344538,-0.40961983653025913,0.040868975403202557,0.015637274324115213,BTC/USD,20,50,30,True,1.5,0.06,0.02,0.035
42,0.38095238095238093,0.9584559839455074,-0.04693890113704765,-0.2510788380721785,0.03372566285678122,0.021653841609164073,BTC/USD,12,26,20,False,1.0,0.08,0.025,0.04
61,0.3114754098360656,0.9539787471586126,-0.04811122190808856,-0.31362999960453497,0.03321001427639554,0.015748336041749317,BTC/USD,20,50,10,True,1.5,0.04,0.015,0.025
80,0.3,0.9681285622823089,-0.052153696341513935,-0.2152542438770548,0.03525537627480815,0.015606860042738646,BTC/USD,12,26,15,False,1.0,0.04,0.015,0.025
45,0.28888888888888886,0.9295177758104249,-0.053563253976210944,-0.44263629620770134,0.037200478115299224,0.016258639294083325,BTC/USD,9,21,15,True,1.5,0.06,0.02,0.035
42,0.38095238095238093,0.9445988110688114,-0.0547693597880696,-0.3392936127845018,0.033693700184296,0.02195067841059042,BTC/USD,5,13,20,False,1.0,0.08,0.025,0.04
50,0.3,0.9400414308620316,-0.054770630207547584,-0.37623144102517647,0.036788149335274335,0.01677197323171129,BTC/USD,5,13,15,True,1.2,0.06,0.02,0.035
