,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,wfa_threshold,fold_id,filter_profile,prob,net_pnl,equity_after,units,risk_pct_used
0,2020-04-03 08:00:00,1612.85,bull,fvg,1615.2058702545432,1610.4941297454566,1.1779351272717058,0,-1.0,53.83726257272415,14.830842157808947,1.0512483574244416,0.0003554692940506354,8,4,0.09033815118778808,0.019168435327815505,london,2,True,bull,1,0.9932635277714831,0,0,0.7219065320534229,-0.18219890492952628,normal,0,0.1972146533454433,0.8027853466545567,0.9932635277714831,1.5620554624783667,2020-04-03 08:35:00,35.0,0.7398808567822899,0.68,4,baseline,0.7398808567822899,-42.11239094013321,5957.887609059867,15.280977350333036,0.006
1,2020-04-03 09:05:00,1609.97,bull,fvg,1612.8982699936062,1607.041730006394,1.464134996803033,0,-1.0,38.100703684917356,21.14106376334186,0.6293018682399213,0.0004717769948905875,9,4,0.0883911791349495,0.020919865966905177,london,2,True,bull,1,1.3659942589768284,0,0,0.9597346045142521,-0.44646589807277126,normal,0,0.1972146533454433,0.8027853466545567,1.3659942589768284,1.386484172861462,2020-04-03 09:45:00,40.0,0.8818344431710187,0.68,4,baseline,0.8818344431710187,-40.917579332316464,5916.97002972755,12.29394833079116,0.006
2,2020-04-03 10:25:00,1613.24,bull,fvg,1616.8883128175025,1609.5916871824975,1.8241564087512825,1,1.0,60.80273302843083,20.92182604297749,1.454324488555803,0.0007210465918429495,10,4,0.09060180365327672,0.018931262428772043,london,2,True,bull,1,1.6007399288742705,0,0,1.2213746160904566,1.2903892917358164,normal,0,0.1972146533454433,0.8027853466545567,1.6007399288742705,1.6007399288742705,2020-04-03 11:15:00,50.0,0.7037935500680134,0.68,4,baseline,0.7037935500680134,32.052970038392274,5949.022999765943,9.867574904019328,0.006
3,2020-04-03 12:30:00,1610.24,bull,fvg,1614.779271221271,1605.700728778729,2.2696356106355355,1,1.0,43.21306485155715,21.63699144911136,0.7750582750582751,0.0007772268334851932,12,4,0.08857370776490311,0.020755669344490524,off,0,False,bull,1,0.9076346838879177,0,0,1.4327358331257007,-0.323539166894084,normal,0,0.21162579473206083,0.7883742052679391,0.9076346838879177,1.1411523452765509,2020-04-03 14:45:00,135.0,0.8375788251616995,0.68,4,baseline,0.8375788251616995,32.82768460000331,5981.850684365946,7.930788499991735,0.006
4,2020-04-03 13:55:00,1608.23,bull,fvg,1612.0550653409698,1604.4049346590302,1.912532670484902,1,1.0,36.86559985638062,17.67841896280039,0.9968847352024922,0.00064520068063917,13,4,0.08721488351969281,0.021978021978021903,new_york,3,True,bull,1,1.4431126027772496,0,0,1.1696821500152716,-0.6526333113737213,normal,0,0.21162579473206083,0.7883742052679391,1.4431126027772496,1.5424573109394806,2020-04-03 14:10:00,15.0,0.8312551411207315,0.68,4,baseline,0.8312551411207315,32.23535842753758,6014.086042793484,9.411603931156051,0.006
5,2020-04-03 15:50:00,1611.62,bull,fvg,1617.982735335458,1605.2572646645417,3.181367667729037,1,1.0,41.922237458774454,18.461002346038025,1.304893350062735,0.0010578869168173005,15,4,0.08950663187355488,0.019916442163260096,new_york,3,True,bull,1,1.2164579527403852,0,0,1.7192733770463469,0.9046438092319744,normal,0,0.21162579473206083,0.7883742052679391,1.2164579527403852,1.254177579181912,2020-04-03 16:30:00,40.0,0.8843738832533802,0.68,4,baseline,0.8843738832533802,33.736822413506374,6047.82286520699,5.65794396623408,0.006
6,2020-04-03 18:00:00,1615.22,bull,fvg,1621.1271781265016,1609.3128218734985,2.953589063250825,1,1.0,48.868302215126064,15.53272863791931,1.551950898728628,0.0011657763900493024,18,4,0.0919403469396033,0.017727153864397834,off,0,False,bull,1,1.1612989913447485,0,0,1.285805646635412,1.2763356694630876,normal,0,0.15761429003935812,0.8423857099606419,1.1612989913447485,1.41184163087685,2020-04-03 21:45:00,225.0,0.7310484247783174,0.68,4,baseline,0.7310484247783174,33.56228783157954,6081.38515303857,6.09428042105115,0.006
7,2020-04-03 23:45:00,1615.79,bull,fvg,1619.6442687492777,1611.9357312507223,1.9271343746388199,0,-1.0,34.21984935246043,13.133953621664489,0.4059590316573557,0.0007978157587296003,23,4,0.09232568515839425,0.01738051655041136,off,0,False,bull,1,1.9718396651567922,0,0,0.7597721910121898,-0.8200274752084757,normal,0,0.17359975779594228,0.8264002422040577,1.9718396651567922,2.184590786923754,2020-04-06 01:05:00,2960.0,0.8426866883455716,0.68,4,baseline,0.8426866883455716,-39.736117260297064,6041.649035778273,9.340293150742646,0.006
8,2020-04-06 01:05:00,1610.63,bull,fvg,1615.0157725440201,1606.24422745598,2.1928862720100137,1,1.0,24.440167730648923,17.463143602197476,1.4355282659326698,0.0010148335440867773,1,0,0.08459932659932667,0.020518496445447062,asia,1,True,bull,1,1.819519804071974,0,0,0.8716007771504652,0.2834538959669006,normal,0,0.16521302629102055,0.8347869737089795,1.819519804071974,2.4351468054498056,2020-04-06 01:55:00,50.0,0.881246360560099,0.68,4,baseline,0.881246360560099,32.716655992651894,6074.365691770925,8.208360018370255,0.006
9,2020-04-06 02:25:00,1614.11,bull,fvg,1617.7415971738856,1610.4784028261142,1.8157985869428486,1,1.0,45.93635125566213,28.829252937041,0.6570048309178744,0.001093892535906218,2,0,0.08694276094276088,0.01840218442321375,asia,1,True,bull,1,0.9031838728110493,0,0,0.7783403331917897,-0.724694342606823,normal,0,0.16521302629102055,0.8347869737089795,0.9031838728110493,0.9527488414410079,2020-04-06 02:35:00,10.0,0.7514526157543259,0.68,4,baseline,0.7514526157543259,32.03480250960969,6106.400494280535,9.912993725975785,0.006
