,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,wfa_threshold,fold_id,prob,net_pnl,equity_after,units,risk_pct_used
0,2020-04-03 08:00:00,1612.85,bull,fvg,1615.2058702545432,1610.4941297454566,1.1779351272717058,0,-1.0,53.83726257272415,14.830842157808947,1.0512483574244416,0.0003554692940506513,8,4,0.09033815118778808,0.019168435327815505,london,2,True,bull,1,0.9932635277714831,0,0,0.7219065320534229,-0.1821989049295276,normal,0,0.1972146533454433,0.8027853466545567,0.9932635277714831,1.5620554624783667,2020-04-03 08:35:00,35.0,0.7398808567822899,0.62,4,0.7398808567822899,-35.09365911677767,5964.906340883223,12.734147791944196,0.005
1,2020-04-03 09:05:00,1609.97,bull,fvg,1612.8982699936062,1607.041730006394,1.464134996803033,0,-1.0,38.10070368491735,21.14106376334186,0.6293018682399213,0.00047177699489059946,9,4,0.0883911791349495,0.020919865966905177,london,2,True,bull,1,1.3659942589768284,0,0,0.9597346045142521,-0.4464658980727748,normal,0,0.1972146533454433,0.8027853466545567,1.3659942589768284,1.386484172861462,2020-04-03 09:45:00,40.0,0.8818344431710187,0.62,4,0.8818344431710187,-34.097982776930394,5930.808358106292,10.244956942325967,0.005
2,2020-04-03 10:25:00,1613.24,bull,fvg,1616.8883128175025,1609.5916871824975,1.8241564087512825,1,1.0,60.80273302843083,20.92182604297749,1.454324488555803,0.0007210465918429573,10,4,0.09060180365327672,0.018931262428772043,london,2,True,bull,1,1.6007399288742705,0,0,1.2213746160904566,1.2903892917358255,normal,0,0.1972146533454433,0.8027853466545567,1.6007399288742705,1.6007399288742705,2020-04-03 11:15:00,50.0,0.7037935500680134,0.62,4,0.7037935500680134,26.710808365326887,5957.5191664716185,8.222979086682773,0.005
3,2020-04-03 12:30:00,1610.24,bull,fvg,1614.779271221271,1605.700728778729,2.2696356106355355,1,1.0,43.21306485155715,21.63699144911136,0.7750582750582751,0.0007772268334852006,12,4,0.08857370776490311,0.020755669344490524,off,0,False,bull,1,0.9076346838879177,0,0,1.4327358331257007,-0.3235391668940865,normal,0,0.21162579473206083,0.7883742052679391,0.9076346838879177,1.1411523452765509,2020-04-03 14:45:00,135.0,0.8375788251616995,0.62,4,0.8375788251616995,27.35640383333609,5984.875570304955,6.608990416659779,0.005
4,2020-04-03 13:55:00,1608.23,bull,fvg,1612.0550653409698,1604.4049346590302,1.912532670484902,1,1.0,36.86559985638062,17.67841896280039,0.9968847352024922,0.0006452006806391789,13,4,0.08721488351969281,0.021978021978021903,new_york,3,True,bull,1,1.4431126027772496,0,0,1.1696821500152716,-0.6526333113737253,normal,0,0.21162579473206083,0.7883742052679391,1.4431126027772496,1.5424573109394806,2020-04-03 14:10:00,15.0,0.8312551411207315,0.62,4,0.8312551411207315,26.86279868961465,6011.738368994569,7.843003275963376,0.005
5,2020-04-03 15:00:00,1616.69,bull,fvg,1621.3132699650755,1612.0667300349246,2.3116349825377647,0,-1.0,60.60695573891691,22.381861731369423,1.6589412051719932,0.0009276432250858674,15,4,0.09293411392490639,0.01683319447569576,new_york,3,True,bull,1,1.2891308630087037,0,0,1.3638564671111253,0.6539924531512331,normal,0,0.21162579473206083,0.7883742052679391,1.2891308630087037,1.907740639553074,2020-04-03 15:30:00,30.0,0.6732165451144171,0.62,4,0.6732165451144171,-32.595565495990705,5979.142803498578,6.488913739976766,0.005
6,2020-04-03 16:25:00,1617.06,bull,fvg,1623.3957224617398,1610.7242775382601,3.167861230869863,0,-1.0,58.79597401710388,21.9346200432795,0.5832147937411095,0.00121045879764057,16,4,0.09318424575113905,0.016608184289423882,new_york,3,True,bull,1,1.1016896718805103,0,0,1.5862248106232,-0.2595530476668332,normal,0,0.15761429003935812,0.8423857099606419,1.1016896718805103,1.1869206780145267,2020-04-03 18:45:00,140.0,0.7278928201139206,0.62,4,0.7278928201139206,-31.894022358533807,5947.248781140044,4.7350558963345,0.005
7,2020-04-03 18:00:00,1615.22,bull,fvg,1621.1271781265016,1609.3128218734985,2.953589063250825,1,1.0,48.86830221512606,15.53272863791931,1.551950898728628,0.0011657763900493074,18,4,0.0919403469396033,0.017727153864397834,off,0,False,bull,1,1.1612989913447485,0,0,1.285805646635412,1.2763356694630918,normal,0,0.15761429003935812,0.8423857099606419,1.1612989913447485,1.41184163087685,2020-04-03 21:45:00,225.0,0.7310484247783174,0.62,4,0.7310484247783174,27.96857319298295,5975.217354333027,5.078567017542625,0.005
8,2020-04-03 21:25:00,1620.28,bull,fvg,1624.0604796619332,1616.4995203380668,1.8902398309665764,1,1.0,58.18212106954091,13.129503027929482,0.8944543828264758,0.0005917819175579431,21,4,0.09536106867132674,0.01464998753321936,off,0,False,bull,1,1.0104537893603698,0,0,0.7462268683033386,-0.7301227226286362,normal,0,0.17359975779594228,0.8264002422040577,1.0104537893603698,1.3437448298299437,2020-04-03 21:55:00,30.0,0.6362923800359537,0.62,4,0.6362923800359537,26.82579961457494,6002.043153947602,7.935500963562645,0.005
9,2020-04-03 23:45:00,1615.79,bull,fvg,1619.6442687492777,1611.9357312507223,1.9271343746388199,0,-1.0,34.21984935246043,13.133953621664489,0.4059590316573557,0.0007978157587296075,23,4,0.09232568515839425,0.01738051655041136,off,0,False,bull,1,1.9718396651567922,0,0,0.7597721910121898,-0.8200274752084775,normal,0,0.17359975779594228,0.8264002422040577,1.9718396651567922,2.184590786923754,2020-04-06 01:05:00,2960.0,0.8426866883455716,0.62,4,0.8426866883455716,-33.11343105024755,5968.929722897355,7.7835776256188725,0.005
10,2020-04-06 01:05:00,1610.63,bull,fvg,1615.0157725440201,1606.24422745598,2.1928862720100137,1,1.0,24.440167730648938,17.463143602197476,1.4355282659326698,0.001014833544086783,1,0,0.08459932659932667,0.020518496445447062,asia,1,True,bull,1,1.819519804071974,0,0,0.8716007771504652,0.2834538959669013,normal,0,0.16521302629102055,0.8347869737089795,1.819519804071974,2.4351468054498056,2020-04-06 01:55:00,50.0,0.881246360560099,0.62,4,0.881246360560099,27.26387999387658,5996.193602891231,6.840300015308546,0.005
11,2020-04-06 02:25:00,1614.11,bull,fvg,1617.7415971738856,1610.4784028261142,1.8157985869428486,1,1.0,45.93635125566212,28.829252937041,0.6570048309178744,0.0010938925359062232,2,0,0.08694276094276088,0.01840218442321375,asia,1,True,bull,1,0.9031838728110493,0,0,0.7783403331917897,-0.7246943426068246,normal,0,0.16521302629102055,0.8347869737089795,0.9031838728110493,0.9527488414410079,2020-04-06 02:35:00,10.0,0.7514526157543259,0.62,4,0.7514526157543259,26.69566875800807,6022.889271649239,8.26082810497982,0.005
12,2020-04-06 08:45:00,1619.54,bull,fvg,1622.175328513076,1616.904671486924,1.317664256538002,1,1.0,60.29185314040529,13.13447625329758,2.033598585322723,0.00046576850524070824,8,0,0.09059932659932657,0.015100007905763258,london,2,True,bull,1,0.948648332682423,0,0,0.7943449411421462,3.1396928664452455,normal,0,0.05095061805860511,0.9490493819413949,0.948648332682423,1.9504209719950134,2020-04-06 09:10:00,25.0,0.8669864212968447,0.62,4,0.8669864212968447,25.446488003124443,6048.335759652364,11.38377999218889,0.005
13,2020-04-06 09:45:00,1625.21,bull,fvg,1629.5960746566884,1620.8239253433117,2.19303732834414,1,1.0,63.40732356566592,42.393262995502845,1.4132251133922178,0.0008206429144627389,9,0,0.09441750841750844,0.011651878835055283,london,2,True,bull,1,1.422684401982185,0,0,1.3565283407111928,1.5313013139860852,normal,0,0.05095061805860511,0.9490493819413949,1.422684401982185,2.0154695694748654,2020-04-06 10:35:00,50.0,0.7411932543644038,0.62,4,0.7411932543644038,27.264068457726538,6075.59982811009,6.839828855683665,0.005
14,2020-04-06 12:15:00,1634.37,bull,fvg,1638.6616687254962,1630.0783312745036,2.145834362748141,1,1.0,62.87528698746433,46.32507405664296,1.3843888070692194,0.0005912178210847055,12,0,0.09631135169943449,0.006172013718288675,off,0,False,bull,1,0.9646597314012357,0,0,1.2335273858832942,1.00895601490134,normal,0,0.01444090288167584,0.9855590971183241,0.9646597314012357,1.1137858734534534,2020-04-06 14:20:00,125.0,0.801471672707162,0.62,4,0.801471672707162,27.203884836518366,6102.803712946608,6.990287908704081,0.005
