,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,wfa_threshold,fold_id,filter_profile,entry_filter,session_filter,prob,net_pnl,equity_after,units,risk_pct_used
0,2023-02-03 09:05:00,1917.48,bull,fvg,1919.5156061303178,1915.4443938696822,1.0178030651588716,0,-1.0,63.78167508820422,12.795594203983518,1.2752198654940505,0.0002903047312653408,9,4,0.008764638419208595,0.021534128020901395,london,2,True,bull,1,1.3755116760053785,0,0,1.1194174350280628,1.7472225313762373,normal,0,0.7879714576962285,0.21202854230377152,1.3755116760053785,1.748864845206698,2023-02-03 09:25:00,20.0,0.8763809302368267,0.58,2,baseline,both,london_only,0.8763809302368267,-43.07406004802709,5956.925939951973,17.685150120067735,0.006
1,2023-02-06 08:45:00,1877.96,bull,fvg,1880.041011788055,1875.8789882119452,1.0405058940274836,0,-1.0,55.883826806506185,21.43292708589419,0.5967604433077579,0.0003501360381412494,8,0,0.008874849578820688,0.04170068582625736,london,2,True,bull,1,1.018735219170173,0,0,0.8285947892692598,-1.3121330230673418,normal,0,0.879987785016287,0.12001221498371298,1.018735219170173,1.3454993460739701,2023-02-06 09:00:00,15.0,0.9389173485722369,0.58,2,baseline,both,london_only,0.9389173485722369,-42.91971092266601,5914.006229029307,17.29927730666505,0.006
2,2023-02-06 10:00:00,1878.42,bull,fvg,1881.1950204659806,1875.6449795340195,1.3875102329902764,1,1.0,61.13722383132322,22.831678084436135,2.3467306538692263,0.0005326818251123846,10,0,0.009121970087674068,0.04146595362508164,london,2,True,bull,1,1.751338435006045,0,0,1.1108913486315695,4.514069548808833,normal,0,0.879987785016287,0.12001221498371298,1.751338435006045,2.270253526859694,2023-02-06 10:15:00,15.0,0.9281443332011723,0.58,2,baseline,both,london_only,0.9281443332011723,30.81084908146372,5944.817078110771,12.9728772963407,0.006
3,2023-02-08 08:00:00,1878.34,bull,ob,1879.874878518907,1876.8051214810928,0.7674392594535208,0,-1.0,65.58081370684266,18.366593482424836,1.987577639751553,0.00027596132057487326,8,2,0.0090789926078734,0.04150677661659054,london,2,True,bull,1,1.8372789541727241,0,0,0.7207929496751562,1.8347847488677451,normal,0,0.749694625407167,0.25030537459283303,1.8372789541727241,2.3324321474960628,2023-02-08 08:20:00,20.0,0.6845394404265588,0.58,2,baseline,both,london_only,0.6845394404265588,-45.38184997875473,5899.435228132016,23.45462494688683,0.006
4,2023-02-08 09:15:00,1876.29,bull,fvg,1878.3976385960648,1874.1823614039351,1.0538192980324623,1,1.0,47.89037781700557,24.561082038983102,1.3337670787247886,0.00044207637361538864,9,2,0.007977694687983447,0.04255286577400397,london,2,True,bull,1,1.2620759578830159,0,0,1.0761132538644016,1.8556681568429867,normal,0,0.749694625407167,0.25030537459283303,1.2620759578830159,1.3190117153814491,2023-02-08 09:25:00,10.0,0.8256245455875773,0.58,2,baseline,both,london_only,0.8256245455875773,29.167709100181444,5928.602937232197,17.080727249546385,0.006
5,2023-02-08 10:20:00,1884.74,bull,fvg,1888.254139234561,1881.225860765439,1.7570696172805707,0,-1.0,64.68666320972685,28.248664085688905,1.3687543983110486,0.0008638741878953397,10,2,0.012517190991920208,0.03824093729588507,london,2,True,bull,1,1.0130503552584853,0,0,1.8018975057168645,1.7566695888295107,normal,0,0.749694625407167,0.25030537459283303,1.0130503552584853,1.1837891791785609,2023-02-08 10:30:00,10.0,0.7044184711232233,0.58,2,baseline,both,london_only,0.7044184711232233,-40.097731774079406,5888.505205458118,10.244329435198527,0.006
6,2023-02-09 09:20:00,1880.99,bull,fvg,1883.7887295397356,1878.1912704602644,1.3993647698677594,1,1.0,57.14240903692843,24.148642355100662,2.03713670613563,0.00041330247529819007,9,3,0.01050262162626781,0.0401545150228609,london,2,True,bull,1,1.1076454355403205,0,0,1.7887074163931962,3.1262012929274885,normal,0,0.7794177524429984,0.22058224755700168,1.1076454355403205,3.4158356012149085,2023-02-09 10:20:00,60.0,0.8173783687426937,0.58,2,baseline,both,london_only,0.8173783687426937,30.854808299425667,5919.360013757544,12.862979251435835,0.006
7,2023-02-10 07:30:00,1855.05,bull,fvg,1857.0450209637966,1853.0549790362033,0.9975104818983016,1,1.0,46.965483269920384,46.162096842477865,2.0011983223487118,0.0002694044388593368,7,4,0.0012143782383419689,0.05339137001959509,london,2,True,bull,1,1.5839432554063244,0,0,0.8377064604402702,1.5029986857118909,normal,0,0.9317926646706591,0.06820733532934091,1.5839432554063244,1.8345671882237924,2023-02-10 07:45:00,15.0,0.7141283591408629,0.58,2,baseline,both,london_only,0.7141283591408629,28.78203073485693,5948.142044492401,18.04492316285767,0.006
8,2023-02-10 08:30:00,1858.38,bull,fvg,1860.765558010744,1855.9944419892563,1.1927790053718554,1,1.0,54.924827976037875,41.8943804304339,0.7167566071675661,0.00042339410089427054,8,4,0.0030116580310881663,0.05169211299804047,london,2,True,bull,1,1.006053924989828,0,0,1.0681348616419148,-0.5102905067231378,normal,0,0.8935254491017955,0.10647455089820451,1.006053924989828,1.1401944483220845,2023-02-10 09:05:00,35.0,0.8825366996909766,0.58,2,baseline,both,london_only,0.8825366996909766,29.963676450060362,5978.105720942461,15.090808874849095,0.006
9,2023-02-10 09:30:00,1862.3,bull,fvg,1865.5460132700339,1859.053986729966,1.6230066350169363,1,1.0,65.52807053956553,33.43458129503763,1.5333142147022274,0.0004918451151279687,9,4,0.005127374784110536,0.04969178641410848,london,2,True,bull,1,1.0043088948819192,0,0,1.4457271142918602,1.7912101417843802,normal,0,0.8935254491017955,0.10647455089820451,1.0043088948819192,1.2384422568790152,2023-02-10 09:45:00,15.0,0.8062782240862421,0.58,2,baseline,both,london_only,0.8062782240862421,31.56378893058269,6009.669509873043,11.090527673543285,0.006
