entry_time,exit_time,side,entry_price,exit_price,pnl_pct,pnl_dollars,capital,bars_held,max_profit,exit_reason
2023-01-02 07:00:00+00:00,2023-01-04 19:00:00+00:00,LONG,1213.1625840000002,1253.609228,0.03233983798498015,323.3983798498015,10323.398379849801,60,0.039877108507988576,Time
2023-01-06 00:00:00+00:00,2023-01-08 12:00:00+00:00,LONG,1255.541058,1261.537642,0.0037760955022467964,38.9821381900527,10362.380518039854,60,0.01357099546162345,Time
2023-01-08 15:00:00+00:00,2023-01-11 03:00:00+00:00,LONG,1274.05476,1330.243898,0.043102608274074465,446.64562825597267,10809.026146295826,60,0.053243582716962744,Time
2023-01-11 15:00:00+00:00,2023-01-11 23:00:00+00:00,SHORT,1322.4554560000001,1388.987742,-0.05130966124276013,-554.6074699305758,10254.41867636525,8,0.0,SL
2023-01-12 00:00:00+00:00,2023-01-12 14:00:00+00:00,LONG,1414.2828,1380.413862,-0.02494778328634121,-255.82501486537015,9998.59366149988,14,0.0,SL
2023-01-12 17:00:00+00:00,2023-01-14 00:00:00+00:00,LONG,1428.615666,1540.301878,0.07717792752666068,771.6707369757667,10770.264398475647,31,0.0783936062479102,TP
2023-01-15 15:00:00+00:00,2023-01-18 03:00:00+00:00,LONG,1555.621062,1580.4938379999999,0.014988968398269173,161.43515270975502,10931.699551185402,60,0.02501183543373755,Time
2023-01-18 13:00:00+00:00,2023-01-18 15:00:00+00:00,LONG,1594.01874,1549.759986,-0.02876551673413824,-314.4559863721952,10617.243564813207,2,0.0,SL
2023-01-19 19:00:00+00:00,2023-01-20 22:00:00+00:00,LONG,1551.01014,1651.209692,0.06360277042418291,675.2861049904478,11292.529669803655,27,0.06481573357089714,TP
2023-01-21 23:00:00+00:00,2023-01-24 11:00:00+00:00,SHORT,1626.094716,1625.785092,-0.0008095904273266298,-9.142323920974986,11283.38734588268,60,0.016988380644857855,Time
2023-01-24 21:00:00+00:00,2023-01-25 21:00:00+00:00,SHORT,1599.620012,1618.753686,-0.012961386989699605,-146.24834994466494,11137.138995938016,24,0.04045336487075657,Trail
2023-01-26 15:00:00+00:00,2023-01-29 03:00:00+00:00,SHORT,1590.411854,1594.948926,-0.0038527654573178756,-42.90878441689787,11094.230211521119,60,0.018002792124561198,Time
2023-01-29 18:00:00+00:00,2023-01-30 09:00:00+00:00,LONG,1629.52584,1587.6124140000002,-0.026721240480604987,-296.45159342924893,10797.77861809187,15,0.015117379175773037,SL
2023-01-30 19:00:00+00:00,2023-01-31 13:00:00+00:00,SHORT,1554.079122,1588.3276019999998,-0.023037796863215144,-248.75703037756844,10549.021587714302,18,0.00019247539958916254,SL
2023-02-01 19:00:00+00:00,2023-02-02 21:00:00+00:00,LONG,1619.433822,1637.482438,0.010145016088221503,107.01999372235753,10656.041581436659,26,0.05100312027446344,Trail
2023-02-03 14:00:00+00:00,2023-02-05 17:00:00+00:00,LONG,1662.68247,1618.896156,-0.02733474207495551,-291.28014816857205,10364.761433268086,51,0.01308579984006212,SL
2023-02-06 23:00:00+00:00,2023-02-07 17:00:00+00:00,SHORT,1613.92715,1671.314196,-0.03655739551193501,-378.9086831028318,9985.852750165253,18,0.0,SL
2023-02-09 03:00:00+00:00,2023-02-10 16:00:00+00:00,SHORT,1618.87616,1520.3039999999999,0.05988925294940421,598.0452612701506,10583.898011435404,37,0.061077037541895744,TP
2023-02-10 21:00:00+00:00,2023-02-11 22:00:00+00:00,SHORT,1505.468846,1536.9073199999998,-0.02188284595428939,-231.60580978015074,10352.292201655253,25,0.0,SL
2023-02-12 12:00:00+00:00,2023-02-14 14:00:00+00:00,SHORT,1525.534832,1556.741286,-0.021456074384802966,-222.11955153193077,10130.172650123322,50,0.03382737051788273,SL
2023-02-15 12:00:00+00:00,2023-02-16 00:00:00+00:00,LONG,1585.497036,1685.622808,0.06215103070303066,629.600671404816,10759.773321528139,12,0.06336370344371937,TP
