tp_atr_mult,sl_atr_mult,model_threshold,entry_type_filter,cooldown_minutes,per_trade_risk_pct,trades,win_rate,net_profit,profit_factor,max_drawdown,score
4.0,1.0,0.55,both,60,0.007,51,80.3921568627451,695.629880266879,8.7682581239621,3.0334394636904225,4903.489339328523
4.0,1.0,0.6,both,60,0.007,51,80.3921568627451,695.629880266879,8.7682581239621,3.0334394636904225,4903.489339328523
3.0,2.0,0.48,both,60,0.007,51,80.3921568627451,695.629880266879,8.7682581239621,3.0334394636904225,4903.489339328523
2.5,2.0,0.55,both,60,0.007,51,80.3921568627451,695.629880266879,8.7682581239621,3.0334394636904225,4903.489339328523
4.0,1.5,0.6,both,60,0.007,51,80.3921568627451,695.629880266879,8.7682581239621,3.0334394636904225,4903.489339328523
