entry_time,exit_time,side,entry_price,exit_price,pnl_pct,pnl_dollars,capital,bars_held,exit_reason
2025-08-29 14:25:00+00:00,2025-08-29 16:05:00+00:00,LONG,108661.2519048,108349.53575800001,-0.003868696442712468,-38.68696442712468,9961.313035572875,20,Time
2025-08-31 01:00:00+00:00,2025-08-31 02:55:00+00:00,SHORT,109225.820466,109276.1023503,-0.0014603479661262921,-14.54698323144617,9946.766052341429,20,Time
2025-09-01 05:15:00+00:00,2025-09-01 07:00:00+00:00,LONG,107365.34264712356,108107.6311486,0.005913669562031,58.821887644374755,10005.587939985804,20,Time
2025-09-01 08:00:00+00:00,2025-09-01 09:40:00+00:00,SHORT,109660.38353600001,109869.56451899999,-0.002907534665254135,-29.091593781757435,9976.496346204047,20,Time
2025-09-01 13:15:00+00:00,2025-09-01 14:55:00+00:00,SHORT,109302.1866897,109193.37530819999,-4.4903510584169345e-06,-0.044797970927470024,9976.451548233119,20,Time
2025-09-01 18:45:00+00:00,2025-09-01 20:30:00+00:00,SHORT,109212.968037,109108.04874629999,-3.931472071645151e-05,-0.3922214063599953,9976.059326826758,20,Time
2025-09-01 23:45:00+00:00,2025-09-02 01:25:00+00:00,SHORT,109212.60311,109216.2898902,-0.001033757827347928,-10.312829415194463,9965.746497411565,20,Time
2025-09-02 02:40:00+00:00,2025-09-02 04:20:00+00:00,SHORT,109620.47151999999,110370.66972,-0.007843595813790507,-78.16728750839476,9887.57920990317,20,Time
2025-09-02 09:10:00+00:00,2025-09-02 10:50:00+00:00,SHORT,110608.5928562,110266.24884,0.002095094217906549,20.715410031761138,9908.29461993493,20,Time
2025-09-02 13:40:00+00:00,2025-09-02 14:30:00+00:00,SHORT,110510.61195630001,111709.8880101,-0.01185213476398288,-117.43444311671533,9790.860176818214,10,SL
2025-09-03 10:30:00+00:00,2025-09-03 12:25:00+00:00,SHORT,111439.0137388,111521.189778,-0.0017374081701100716,-17.010720463609307,9773.849456354605,20,Time
2025-09-03 19:50:00+00:00,2025-09-03 21:30:00+00:00,SHORT,112160.6818763,112032.697059,0.00014108451517046367,1.3789388118988892,9775.228395166503,20,Time
2025-09-04 00:35:00+00:00,2025-09-04 02:15:00+00:00,SHORT,112083.7297698,111853.91631,0.0010503730583555633,10.267636545555185,9785.496031712059,20,Time
2025-09-04 08:05:00+00:00,2025-09-04 09:45:00+00:00,SHORT,110750.9468797,110849.88054299999,-0.0018932985774600644,-18.526865716581547,9766.969165995477,20,Time
2025-09-04 17:25:00+00:00,2025-09-04 19:10:00+00:00,SHORT,109828.2534553,110104.0789125,-0.0035114253256541246,-34.29598288435946,9732.673183111117,20,Time
2025-09-04 22:05:00+00:00,2025-09-04 23:00:00+00:00,SHORT,110530.24352920002,111697.3475025,-0.011559136902576813,-112.50130175161945,9620.171881359498,11,SL
2025-09-05 04:40:00+00:00,2025-09-05 06:45:00+00:00,SHORT,111424.55563100001,111737.9656245,-0.0038127551572912683,-36.67935995468187,9583.492521404816,20,Time
2025-09-05 06:55:00+00:00,2025-09-05 08:35:00+00:00,SHORT,111927.85995,112814.5774038,-0.008922222887099845,-85.50605631282826,9497.986465091988,20,Time
2025-09-05 12:55:00+00:00,2025-09-05 14:15:00+00:00,SHORT,113196.35620000001,111448.5562542,0.01444042586240079,137.154969391247,9635.141434483236,16,TP
2025-09-05 18:20:00+00:00,2025-09-05 20:00:00+00:00,SHORT,110916.802202,111563.098158,-0.00682685348990645,-65.77769892774413,9569.363735555491,20,Time
2025-09-06 07:35:00+00:00,2025-09-06 09:15:00+00:00,SHORT,110825.2410179,110751.6924093,-0.00033635507647465754,-3.2187040710865817,9566.145031484404,20,Time
2025-09-07 01:15:00+00:00,2025-09-07 03:10:00+00:00,SHORT,110402.160151,110650.61669819998,-0.003250468168921338,-31.09444992412507,9535.05058156028,20,Time
2025-09-07 05:20:00+00:00,2025-09-07 07:00:00+00:00,SHORT,110660.88739520001,110532.5375871,0.00015984799255804255,1.5241586944018068,9536.57474025468,20,Time
2025-09-07 07:40:00+00:00,2025-09-07 09:25:00+00:00,SHORT,110792.4535767,111207.7160958,-0.004748111948911005,-45.28072447588611,9491.294015778794,20,Time
2025-09-07 16:00:00+00:00,2025-09-07 17:45:00+00:00,SHORT,111319.711604,111072.76906179001,0.0012183181994617673,11.563416235865867,9502.85743201466,20,Time
2025-09-07 19:00:00+00:00,2025-09-07 20:50:00+00:00,SHORT,111152.7285073,111281.7158928,-0.0021604518146536803,-20.530465583391283,9482.326966431268,20,Time
2025-09-07 23:30:00+00:00,2025-09-08 01:10:00+00:00,SHORT,111427.6435133,110899.189937907,0.0037425715803631274,35.48828742027657,9517.815253851544,20,Time
2025-09-08 02:35:00+00:00,2025-09-08 04:20:00+00:00,SHORT,111172.865979,111134.117379,-0.0006514563184211594,-6.200440884686879,9511.614812966858,20,Time
2025-09-08 07:15:00+00:00,2025-09-08 09:00:00+00:00,SHORT,111390.6399155,111651.990933,-0.0033462565409288973,-31.82830328268654,9479.786509684172,20,Time
2025-09-08 09:10:00+00:00,2025-09-08 10:55:00+00:00,SHORT,111910.66339,112037.52802499999,-0.002133624188768119,-20.22630180141985,9459.560207882752,20,Time
2025-09-08 13:10:00+00:00,2025-09-08 14:50:00+00:00,SHORT,112308.1043859,112533.817263,-0.003009764819148141,-28.471051518299184,9431.089156364453,20,Time
