,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,wfa_threshold,fold_id,filter_profile,prob,net_pnl,equity_after,units,risk_pct_used
0,2022-02-01 05:30:00,1796.25,bull,fvg,1797.438758612564,1795.061241387436,0.5943793062820405,1,1.0,34.082957955649874,14.417628164186679,4.038117927337701,0.00024381444157528257,5,1,0.008959164185811407,0.031096607152489394,off,0,False,range,0,2.69188375686937,0,0,0.7813207811946312,6.0727216993483,normal,0,0.6947010869565219,0.30529891304347806,2.69188375686937,3.3648546960869035,2022-02-01 06:20:00,50.0,0.9017193868781204,0.62,2,baseline,0.9017193868781204,23.886523094086478,6023.886523094086,30.283692264783802,0.006
1,2022-02-01 08:55:00,1801.54,bull,fvg,1803.1038088126174,1799.9761911873825,0.7819044063087798,1,1.0,50.72638354476794,35.24601705981706,0.7000510986203373,0.0003752812283512122,8,1,0.011930573498848514,0.028243163061653878,london,2,True,range,0,1.828868066814994,0,0,1.2716833842641724,-0.6816456027225613,normal,0,0.6569293478260876,0.3430706521739124,1.828868066814994,1.8416573539955061,2022-02-01 09:00:00,5.0,0.6891409155929963,0.62,2,baseline,0.6891409155929963,26.791713230022353,6050.678236324109,23.020716924944114,0.006
2,2022-02-01 14:50:00,1805.96,bull,fvg,1807.6992371995461,1804.220762800454,0.869618599773026,0,-1.0,41.34180030701243,16.80610869730509,1.0799812177179529,0.00029844693039985016,14,1,0.014413301129023245,0.025858999946059686,new_york,3,True,range,0,1.4604103457900475,0,0,1.0707592905632248,0.19674683488724537,normal,0,0.6739130434782614,0.3260869565217385,1.4604103457900475,1.5524046982806767,2022-02-01 14:55:00,5.0,0.7534510855568459,0.62,2,baseline,0.7534510855568459,-44.27949172416396,6006.3987445999455,20.69872931040989,0.006
3,2022-02-01 16:40:00,1801.41,bull,fvg,1805.1468427958907,1797.6731572041094,1.8684213979453468,1,1.0,31.8186183965735,18.273880865608028,1.4706479788746698,0.00044555735367921755,16,1,0.01185755209796109,0.028313285506230114,new_york,3,True,range,0,0.990140662076716,0,0,1.8596284466784598,2.3928003793872157,normal,0,0.6949728260869564,0.3050271739130435,0.990140662076716,1.883943313789294,2022-02-01 17:50:00,70.0,0.6306734386419834,0.62,2,baseline,0.6306734386419834,32.146479585430924,6038.545224185376,9.633801036422682,0.006
4,2022-02-01 21:55:00,1799.37,bull,fvg,1801.0555111256606,1797.6844888743392,0.8427555628303248,1,1.0,30.429607298191797,21.203142429487837,1.5133276010318142,0.00029550124390025485,21,1,0.010711677807111126,0.029413668482658285,off,0,False,range,0,1.590022135837189,0,0,0.5800381693374266,0.1268090156921006,low,1,0.7201086956521726,0.27989130434782744,1.590022135837189,1.590022135837189,2022-02-01 22:50:00,55.0,0.6781795893518126,0.62,2,baseline,0.6781795893518126,19.219618235359444,6057.7648424207355,14.950954411601385,0.0042
5,2022-02-03 04:15:00,1807.96,bull,fvg,1809.128234702079,1806.791765297921,0.5841173510394314,0,-1.0,55.05277330235007,22.021704377022797,0.8253180266832144,0.00028662771985686196,4,3,0.015536707296523105,0.024780193106424323,off,0,False,bull,1,1.044310700434443,0,0,0.7723596307799455,0.06486182750870446,normal,0,0.640081521739131,0.35991847826086903,1.044310700434443,1.1641496332710928,2022-02-03 04:25:00,10.0,0.6303530266752195,0.62,2,baseline,0.6303530266752195,-48.326290234637014,6009.438552186099,30.815725586592553,0.006
6,2022-02-03 07:30:00,1805.72,bull,fvg,1806.6292979555599,1804.8107020444402,0.45464897777994046,1,1.0,33.8542168015574,12.32753599897366,1.3471502590673574,0.00016118836360536572,7,3,0.014278492388923257,0.025988456766815934,london,2,True,bull,1,2.0235391367037714,0,0,0.8231012863253466,0.9693120186360823,normal,0,0.640081521739131,0.35991847826086903,2.0235391367037714,2.1775040710180362,2022-02-03 07:55:00,25.0,0.8394171413394768,0.62,2,baseline,0.8394171413394768,20.163606756232078,6029.602158942331,39.59098310941981,0.006
7,2022-02-03 09:25:00,1804.02,bull,fvg,1805.2715567357332,1802.7684432642668,0.6257783678666398,1,1.0,30.58757575887344,10.542707800578574,1.345317483328501,0.0002542048680048272,9,3,0.01332359714654835,0.026905442580506016,london,2,True,bull,1,1.0546865054637604,0,0,1.2308069016036525,2.1777626999791,normal,0,0.6855978260869557,0.31440217391304426,1.0546865054637604,1.4382088710865497,2022-02-03 11:00:00,95.0,0.7107073280466548,0.62,2,baseline,0.7107073280466548,24.494329031304893,6054.096487973636,28.764177421737763,0.006
8,2022-02-03 11:05:00,1804.41,bull,fvg,1805.8856922223226,1802.9343077776775,0.7378461111612875,1,1.0,47.318633449808594,14.58930400437147,0.7478340173278614,0.00023283858612301207,11,3,0.013542661349210878,0.02669507524677707,off,0,False,bull,1,1.152001734700619,0,0,1.3433348261346951,0.21718942534309968,normal,0,0.6855978260869557,0.31440217391304426,1.152001734700619,1.4637198511490799,2022-02-03 11:20:00,15.0,0.7544443999358592,0.62,2,baseline,0.7544443999358592,26.241867659005308,6080.338355632641,24.39533085248672,0.006
9,2022-02-03 16:20:00,1802.58,bull,fvg,1806.2030937754669,1798.956906224533,1.811546887733441,0,-1.0,47.57696188067535,11.07060816835973,1.0395207063275174,0.0005404230921257147,16,3,0.01251474470594842,0.02768218350504351,new_york,3,True,bull,1,1.142669844218105,0,0,2.0673507627833785,0.9427997365356972,normal,0,0.6774456521739135,0.3225543478260865,1.142669844218105,1.1868309976177946,2022-02-03 16:40:00,20.0,0.8412825133468661,0.62,2,baseline,0.8412825133468661,-39.974503805975644,6040.363851826665,9.936259514939094,0.006
10,2022-02-04 09:40:00,1806.7,bull,fvg,1808.2010923410548,1805.1989076589452,0.7505461705273436,1,1.0,44.82851376950427,29.15301628796507,1.843586260430817,0.0002736209480480113,9,4,0.014828961410998197,0.025459841415394598,london,2,True,bull,1,1.0525668253625213,0,0,1.4508190017183977,2.8805856016814486,normal,0,0.5828804347826089,0.41711956521739113,1.0525668253625213,1.372333962181542,2022-02-04 10:10:00,30.0,0.6952820983923317,0.62,2,baseline,0.6952820983923317,26.406985895430466,6066.770837722096,23.982535261423834,0.006
11,2022-02-04 15:30:00,1801.17,bull,fvg,1805.000208442093,1797.3397915579071,1.915104221046525,0,-1.0,19.537163030519537,26.90085662909869,4.601573532378455,0.0015025058332270482,15,4,0.011722743357861101,0.02844274232698636,new_york,3,True,bull,1,6.166766210533582,0,0,2.363315430463696,6.476666647729124,normal,0,0.7932065217391304,0.20679347826086955,6.166766210533582,6.537503213876434,2022-02-04 15:35:00,5.0,0.7923456603477294,0.62,2,baseline,0.7923456603477294,-39.759586512772486,6027.011251209324,9.398966281931227,0.006
12,2022-02-04 16:50:00,1802.48,bull,fvg,1808.6842477282503,1796.2757522717498,3.102123864125121,1,1.0,46.59381889710478,27.624997491101414,0.8968915845337376,0.0019875242455304116,16,4,0.01245857439757348,0.02773612384702523,new_york,3,True,bull,1,1.0831288972232922,0,0,2.61287603407275,0.7932419358520709,normal,0,0.6456521739130421,0.354347826086958,1.0831288972232922,1.2668739780022285,2022-02-04 17:05:00,15.0,0.6441568546829259,0.62,2,baseline,0.6441568546829259,33.679009505950035,6060.690260715273,5.80247623512493,0.006
13,2022-02-07 08:15:00,1809.7,bull,fvg,1810.9261518212081,1808.473848178792,0.6130759106039841,1,1.0,41.442278705427135,10.292200830840454,1.6445100935499755,0.00020101547227535768,8,0,0.016514070662247988,0.023841631155941553,london,2,True,bull,1,1.2722731174212014,0,0,0.7982272362948056,1.2732805234359101,normal,0,0.563451086956521,0.4365489130434789,1.2722731174212014,1.680052962748524,2022-02-07 09:00:00,45.0,0.7472215125550915,0.62,2,baseline,0.7472215125550915,24.25594045457416,6084.946201169848,29.360148863564604,0.006
14,2022-02-08 09:20:00,1816.85,bull,fvg,1818.3289580755213,1815.3710419244785,0.739479037760742,1,1.0,18.768864998333697,26.020802976894,1.800106515178413,0.00021784077268858837,9,1,0.02053024771105991,0.019984896704245202,london,2,True,bull,1,1.8526556265187615,0,0,1.3654573309657583,2.9823635754389493,normal,0,0.4627717391304363,0.5372282608695638,1.8526556265187615,2.3124387747054413,2022-02-08 10:00:00,40.0,0.657811262078645,0.62,2,baseline,0.657811262078645,26.26341568544916,6111.209616855297,24.34146078637709,0.006
15,2022-02-09 16:40:00,1828.99,bull,fvg,1831.9238191902307,1826.0561808097693,1.4669095951153819,1,1.0,56.44093406900225,17.662102285065412,0.9778745012694958,0.000507592824061032,16,2,0.027349323147784113,0.008279743637014295,new_york,3,True,bull,1,1.2202524313430294,0,0,1.8937998764917723,0.8447863793486908,normal,0,0.15806754221388203,0.841932457786118,1.2202524313430294,1.3770446431915906,2022-02-09 18:35:00,115.0,0.7008574944516357,0.62,2,baseline,0.7008574944516357,31.091722063871373,6142.301338919168,12.270694840321571,0.006
16,2022-02-10 07:30:00,1833.52,bull,fvg,1834.2020724403496,1832.8379275596503,0.3410362201747996,1,1.0,38.74073555477766,17.681860793498416,1.9942196531791907,8.927008824632648e-05,7,3,0.02989383811717128,0.0012419653557032208,london,2,True,bull,1,0.9383167566070223,0,0,0.7075343182129787,1.6352026914484379,normal,0,0.02360360360360262,0.9763963963963974,0.9383167566070223,1.90595591185866,2022-02-10 07:35:00,5.0,0.6478895541190786,0.62,2,baseline,0.6478895541190786,14.887872976339581,6157.1892118955075,52.78031755915104,0.006
