year,folds,candidates,trades_count,wins,losses,win_rate,net_profit,yoy_profit_pct,max_drawdown,initial_capital,final_capital,avg_win,avg_loss
2025,11,3063,599,379,220,63.272120200333895,71451.57404033045,1190.8595673388409,3.773288342046505,6000,77451.57404033045,227.6509530864611,-67.4006235429014
