entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,prob,net_pnl,equity_after,units
2025-01-21 06:45:00,2726.81,bear,ob,2721.0619783038696,2728.7260072320432,1.9160072320433763,0,-1.0,62.81398406489113,35.96970830898423,0.7858889276982186,0.0003830374679990632,6,1,0.03371267836292774,0.0008830361788349252,0.4503048232575721,-84.6137235453647,915.3862764546353,36.53430886341176
2025-01-21 13:45:00,2723.01,bear,ob,2716.9733441206936,2725.022218626436,2.0122186264354918,0,-1.0,59.6006783171095,24.2905240227227,1.0890939343518378,0.00037746396493470167,13,1,0.030927717959202235,0.0035969906763659515,0.3633650619368545,-83.91498897393532,831.4712874807,34.7874724348383
2025-01-21 17:25:00,2735.73,bear,ob,2728.827776236532,2738.0307412544894,2.300741254489329,0,-1.0,63.020031807096785,36.340670897873984,0.958044982698962,0.00048470296983871254,17,1,0.035390694188977535,0.0036783049205522224,0.3515535699573646,-82.16999084332687,749.3012966373731,30.424977108317208
2025-01-21 18:35:00,2739.99,bear,ob,2732.7875655794296,2742.390811473523,2.4008114735234045,0,-1.0,58.65104464017692,40.21544747299062,0.927536231884058,0.00048401740425460304,18,1,0.037002974771215114,0.0021268614590124464,0.5206805623524722,-81.66272333700059,667.6385733003725,29.156808342501456
2025-01-21 19:55:00,2740.19,bear,ob,2733.8854667977425,2742.2915110674194,2.1015110674192417,0,-1.0,47.26169690490113,29.319746675120097,0.9229098805646038,0.0005210272323932001,19,1,0.03707866869526393,0.0020540237378132925,0.5345204604599582,-83.32374615299278,584.3148271473797,33.30936538248199
2025-01-21 21:05:00,2744.53,bear,ob,2739.5685613164487,2746.1838128945174,1.6538128945171153,0,-1.0,57.949606120790214,22.191735753246103,1.00997105178514,0.00033435986234672154,21,1,0.03753142425101605,0.0005426034770321344,0.36466176736717737,-86.9305730369062,497.3842541104735,42.326432592265476
2025-01-21 23:50:00,2745.0,bear,ob,2741.9305166243403,2746.0231611252198,1.0231611252199453,1,3.0,67.55982680015349,16.527999360509288,0.7314410480349346,0.0002004526234238792,23,1,0.03770910121916643,0.00037144667555224717,0.3538990975452672,182.63383126095016,680.0180853714237,68.41542184762459
2025-01-22 11:55:00,2758.41,bear,ob,2752.4581068173793,2760.3939643942067,1.983964394206793,0,-1.0,59.435363262338086,31.737473794291468,0.9227624470725654,0.0004106975825945433,11,2,0.042534213699085735,0.0013865558387395475,0.8229119396625145,-84.11315650712262,595.904928864301,35.28289126780655
2025-01-22 13:00:00,2758.43,bear,ob,2752.4390144347303,2760.426995188423,1.996995188423183,1,3.0,48.67474141303078,23.01921498218386,0.8919883230619526,0.000492901093154505,13,2,0.04254177264944988,0.0018165698673759186,0.6636622696472809,195.97893467028888,791.8838635345899,35.05266332427775
2025-01-22 14:15:00,2754.61,bear,ob,2749.4455046811995,2756.3314984396,1.721498439600156,0,-1.0,38.63908796294062,29.799502744419538,0.9162255886110604,0.0003743554623197584,14,2,0.041098013129896874,0.0031988999258172543,0.39976412697880437,-86.26490001728092,705.6189635173089,40.66225004320229
2025-01-22 15:15:00,2758.4,bear,ob,2752.4061820846937,2760.397939305102,1.9979393051022065,1,3.0,53.93369206958728,26.190879673840787,1.2025026705325805,0.0004313243167974091,15,2,0.04253043422390375,0.0018274258625991884,0.6397613221506756,195.98556025776338,901.6045237750723,35.03609935559156
2025-01-22 16:25:00,2755.46,bear,ob,2748.236503468044,2757.8678321773186,2.4078321773186793,0,-1.0,47.84787270287957,16.78892194714869,1.0007997258082943,0.00052390861458115,16,2,0.03998460098432926,0.0028913133944886943,0.44076339060102804,-81.6287174263039,819.9758063487684,29.071793565759727
2025-01-22 18:15:00,2758.39,bear,ob,2751.50020978991,2760.6865967366966,2.296596736696545,1,3.0,56.771187819267325,12.159323606534644,0.9212928164930743,0.0005505659817964742,18,2,0.041090461668528595,0.0018310445276737215,0.40417241815553434,197.80804677086104,1017.7838531196294,30.479883072847386
2025-01-22 19:40:00,2757.98,bear,ob,2752.779651792204,2759.7134494025986,1.733449402598767,1,3.0,53.08111553942364,7.052987237134259,0.7216494845360825,0.00034729497124088,19,2,0.04093571665811167,0.0019794097957262845,0.36897375251694253,193.84723548433215,1211.6310886039614,40.38191128916965
2025-02-13 18:40:00,2916.44,bear,ob,2909.564520466264,2918.7318265112453,2.2918265112452616,0,-1.0,47.62467591857456,11.897816318363445,0.8922112370388233,0.000503445365831848,18,3,0.052042262920383664,0.00888336086019747,0.49923111666527237,-82.21732965502082,1129.4137589489405,30.543324137552062
2025-02-13 19:40:00,2916.34,bear,ob,2910.4860159383807,2918.29132802054,1.9513280205398436,0,-1.0,50.133691624449504,12.014199798436021,0.9218268422527319,0.00040676519277551654,19,3,0.05200619009656698,0.008917344643136222,0.5514408784345062,-84.34920203331887,1045.0645569156218,35.87300508329715
2025-04-01 08:15:00,3144.75,bear,ob,3138.8558509801337,3146.7147163399554,1.9647163399553622,0,-1.0,55.535950035136615,23.871204016026972,1.1087420042643923,0.0003397835135573264,8,1,0.0918285154812412,0.0013623199451261222,0.3802784959949671,-84.2514211494954,960.8131357661264,35.628552873738485
2025-04-01 13:35:00,3134.88,bear,ob,3127.4430126564657,3137.3589957811782,2.4789957811781482,1,3.0,54.51246348304303,12.44468611485331,1.2816537467700257,0.0003531370649239518,13,1,0.08840174150944702,0.004496608490206493,0.4047949598734436,198.70510381155503,1159.5182395776815,28.23724047111243
2025-04-01 16:55:00,3133.82,bear,ob,3125.3021644877845,3136.659278504072,2.8392785040718533,1,3.0,53.34023742259566,12.41104230682791,0.9716713881019831,0.00046434328882808486,16,1,0.08803371917812973,0.004833219012778434,0.4410712243830545,200.13833973671683,1359.6565793143982,24.654150658207985
2025-05-09 17:10:00,3321.81,bear,ob,3309.948139366781,3325.7639535444064,3.9539535444062395,0,-1.0,32.060015415989454,25.316587347898963,1.1197675954047275,0.0007200321766121423,17,4,0.1014762350038795,0.033753654173393245,0.49254941847958184,-77.08151972084016,1282.575059593558,17.703799302100403
2025-05-09 18:45:00,3342.04,bear,ob,3330.207206757734,3345.9842644140886,3.944264414088567,0,-1.0,59.50364824188042,25.940287554446893,0.9082556765979788,0.0008016503746824383,18,4,0.1081842839994959,0.027869162412554344,0.8101972586239727,-77.0989155544406,1205.4761440391176,17.747288886101465
2025-05-09 19:45:00,3341.1,bear,ob,3330.5442968022553,3344.6185677325816,3.518567732581541,1,3.0,51.389465328480135,20.192203239917458,0.9256294571386988,0.0006304694906841774,19,4,0.10787259017567584,0.028142589118198873,0.9003720361801385,202.04221656990654,1407.518360609024,19.894458575233603
2025-05-09 20:45:00,3341.01,bear,ob,3332.4647384544132,3343.858420515196,2.8484205151955906,1,3.0,52.72309547701305,12.949731735299267,0.850928718844261,0.0005994815857998109,20,4,0.10784274714999105,0.028168768270866878,0.8860235474960088,200.16999075430573,1607.6883513633297,24.575023114235613
2025-07-09 05:55:00,3288.4,bull,ob,3297.569152123724,3285.3436159587586,3.0563840412413765,0,-1.0,25.645978480083016,35.75439626582785,1.153716784392869,0.0006556168463100051,5,2,0.001047196921728135,0.0459556690263433,0.5900851405823527,-79.16115240172067,1528.527198961609,22.902881004301644
2025-07-09 09:10:00,3287.94,bull,ob,3294.9840201105394,3285.591993296487,2.3480067035130916,1,3.0,34.220624245052846,27.055347912633955,1.1780404117422798,0.00045942545195860765,9,2,0.0015748894988074317,0.04608912614599052,0.4037342115381061,198.07499145632426,1726.6021904179333,29.81252135918933
2025-07-09 15:00:00,3287.3,bull,ob,3293.478567896404,3285.2404773678654,2.05952263213468,1,3.0,42.95561555950073,28.39507171767129,1.396219352423732,0.00044667159009921276,15,2,0.0013799321914115823,0.04627480561680399,0.5613622116685787,196.40461650524463,1923.006806923178,33.98845873688839
