,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,prob,net_pnl,equity_after,units
0,2024-01-08 04:00:00,2043.14,bull,fvg,2045.4434450916465,2040.8365549083537,1.1517225458231926,0,-1.0,37.980986352125626,21.92635924715392,1.9163987138263665,0.00029637009508573514,4,0,0.009286977484019573,0.017243950187350438,0.26913370720440427,-49.29342325585553,5950.7065767441445,18.233558139638838
1,2024-01-08 05:10:00,2040.31,bull,fvg,2042.637089401959,2037.982910598041,1.1635447009794577,0,-1.0,31.813081972730103,42.38426960026511,1.069166015794498,0.0002590458442001418,5,0,0.007888990979776139,0.018605188096142762,0.22543484303371428,-49.21931868447217,5901.487258059672,18.04829671118044
2,2024-01-08 06:20:00,2036.67,bull,fvg,2039.2859162929105,2034.0540837070896,1.307958146455214,0,-1.0,31.938226321855524,48.89373832359434,0.5592007157769162,0.0003813022387036392,6,0,0.006090874062657535,0.0203560382685822,0.22838303293024953,-48.42222384773189,5853.06503421194,16.05555961932971
3,2024-01-08 07:20:00,2035.49,bull,fvg,2037.6859215474412,2033.2940784525588,1.0979607737205852,0,-1.0,35.04418655005654,33.50765128876342,0.8264749198648532,0.00026187207172984875,7,0,0.005507968029086068,0.020923621566241193,0.27150868288561414,-49.6505465414172,5803.414487670522,19.126366353542988
4,2024-01-08 09:20:00,2030.22,bull,ob,2033.152470152472,2027.287529847528,1.4662350762359755,0,-1.0,34.5831359683561,35.81046027894463,1.449321249060039,0.00035288020882366785,9,0,0.00290465040457636,0.023458506293921454,0.24209244257396711,-47.72895856615561,5755.685529104367,14.322396415389035
5,2024-01-08 10:30:00,2030.27,bull,fvg,2033.5239722396216,2027.0160277603784,1.6269861198107718,0,-1.0,45.34929313875314,31.429038824993075,1.3529749777986733,0.00041325672243990204,10,0,0.0029293498127785176,0.023434456154190163,0.22826544322356038,-47.162920505417006,5708.52260859895,12.907301263542513
6,2024-01-08 11:30:00,2028.63,bull,ob,2031.8251900832138,2025.4348099167864,1.5975950416067966,1,1.0,46.10878936130639,28.137627610441662,0.8666939694890959,0.00043322821063444117,11,0,0.0021192092237470933,0.024223300737377128,0.22383760295215213,36.7420968510572,5745.264705450007,13.144757872357012
7,2024-01-08 12:30:00,2028.3,bull,ob,2031.2278570950539,2025.372142904946,1.463928547526969,0,-1.0,45.27541984611504,16.805807920071164,0.7994255624700813,0.00043504739917556433,12,0,0.005796857101769829,0.024382031659603863,0.27702714971433234,-47.737984968043875,5697.526720481963,14.344962420109672
8,2024-01-08 19:40:00,2027.99,bull,fvg,2031.5239406344401,2024.45605936556,1.7669703172200972,1,1.0,38.973709293722536,25.172084019522035,0.7791888771524724,0.00047721844827060457,19,0,0.005643133774006927,0.02453114252593797,0.2213495663498008,37.246100108112984,5734.772820590076,11.884749729717546
9,2024-01-08 21:25:00,2028.28,bull,ob,2030.4901219298758,2026.069878070124,1.105060964937882,0,-1.0,50.98204705962522,22.209963929644214,0.6920747825251118,0.0002675841341793,21,0,0.005786939467720617,0.024391651715496378,0.22809946964700842,-49.60139057167021,5685.171430018406,19.003476429175535
10,2024-01-09 03:25:00,2032.44,bull,fvg,2034.7413962074638,2030.1386037925363,1.1506981037319173,1,1.0,50.06125268300459,47.82846858504384,0.9400134048257374,0.0003689544499365923,3,1,0.007849807349958672,0.022390680089851192,0.22569610940757454,34.700083564266286,5719.871513582672,18.249791089334295
11,2024-01-09 04:55:00,2034.12,bull,ob,2036.6434540554408,2031.596545944559,1.261727027720392,0,-1.0,52.36589287268564,30.49441039926578,0.6814962925935183,0.0004885867200704691,4,1,0.008682888610093172,0.021582595394879195,0.24994203023078077,-48.657541461385875,5671.213972121286,16.643853653464703
12,2024-01-09 05:55:00,2033.57,bull,fvg,2035.629078723918,2031.510921276082,1.0295393619589661,0,-1.0,48.69214487696439,17.58494547647722,0.5792003751905265,0.0003410343766021807,5,1,0.008410153673739611,0.021847146931923602,0.26819420376365005,-50.15898868015748,5621.054983441129,20.397471700393695
13,2024-01-09 07:10:00,2032.66,bull,fvg,2034.3782695338882,2030.941730466112,0.8591347669440282,0,-1.0,44.068627753849576,14.118327400181059,0.6362999299229152,0.0001969532274569063,7,1,0.007958901324500119,0.02228485947503341,0.2219803887589031,-51.77727863333794,5569.2777048077905,24.44319658334487
14,2024-01-09 08:10:00,2031.49,bull,fvg,2033.86278910315,2029.11721089685,1.1863945515749126,1,1.0,42.39559058376173,21.78344039837639,1.3339424394700776,0.00030536623879054105,8,1,0.00737871973262064,0.02284763274474614,0.2348545211953719,34.91972473335373,5604.197429541145,17.700688166615663
15,2024-01-09 10:50:00,2034.08,bull,fvg,2037.125298697854,2031.0347013021458,1.5226493489270947,1,1.0,51.61904368998379,17.381972842273417,0.7015326275872965,0.0003735275789127047,10,1,0.008663053341994747,0.021601835506664228,0.2204639599900503,36.483299778823664,5640.680729319968,13.79175055294084
