,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,prob,net_pnl,equity_after,units,risk_pct_used
0,2024-01-09 16:00:00+00:00,472.73,bull,fvg,473.3884642341647,472.1446984585203,0.36581346342482995,1,1.125,56.243744641647986,11.925063933010504,0.5571438964445204,0.0005434123959144266,16,1,0.01747702374034137,0.007620287177764706,off,0,False,range,0,1.394153170922834,0,0,1.989841566414698,0.24169252691985546,normal,0,0.21872340425531858,0.7812765957446814,1.394153170922834,1.558171191031412,2024-01-09 16:30:00+00:00,30.0,0.6665155423234504,25.89287836426716,6025.892878364267,41.00450502714229,0.004
1,2024-01-10 12:00:00+00:00,474.12,bull,fvg,474.41036628658856,473.8618966341435,0.1613146036603126,0,-1.0,49.66682265545013,29.251157379388577,7.109241930396383,0.00036708415535518157,12,2,0.02046878026732096,0.004702325971954004,regular,1,True,range,0,1.8597200327363714,0,0,0.6902918717383724,3.6997056529170487,normal,0,0.09702127659574351,0.9029787234042564,1.8597200327363714,1.8597200327363714,2024-01-10 12:45:00+00:00,45.0,0.6274879094778912,-26.510622044193738,5999.382256320073,92.98600163680521,0.004
2,2024-01-10 14:10:00+00:00,473.84,bull,fvg,474.26080900124543,473.46594755444846,0.23378277846970125,1,1.125,47.96826587002937,17.697163676828584,1.9019436283750302,0.00029295182244661174,14,2,0.01986612427627464,0.005290116718448313,regular,1,True,range,0,0.9410445090953649,0,0,1.2918093720123092,2.00857536073899,normal,0,0.09702127659574351,0.9029787234042564,0.9410445090953649,1.3687920132297764,2024-01-10 14:30:00+00:00,20.0,0.8209064649523524,25.267622608255984,6024.649878928329,64.1621256201487,0.004
3,2024-01-10 16:10:00+00:00,474.69,bull,fvg,475.3199976318026,474.13000210506436,0.34999868433477144,1,1.125,50.76213174097425,26.369214076453268,0.9989624624011879,0.0005800390850562926,16,2,0.021695615677665103,0.005426792359455185,off,0,False,range,0,1.3428621907346239,0,0,1.799082976617722,0.8362966170234911,normal,0,0.002375671857365331,0.9976243281426347,1.3428621907346239,2.1571509659671833,2024-01-10 17:35:00+00:00,85.0,0.9474790902342975,25.842852793090444,6050.492731721419,42.85730395961318,0.004
4,2024-01-10 20:20:00+00:00,476.0,bull,fvg,476.7187850945843,475.3610799159251,0.3993250525468276,0,-1.0,43.33360052845222,37.85441131369317,1.6983555841401472,0.0005426611878493887,20,2,0.02451518477863151,0.0030329998171529237,off,0,False,range,0,1.85312690821779,0,0,1.3552354225720715,2.4008548498502575,normal,0,0.053598273887882165,0.9464017261121178,1.85312690821779,2.3539720185468878,2024-01-10 20:50:00+00:00,30.0,0.7482651378995385,-25.014211348416485,6025.4785203730025,37.5633832746844,0.004
5,2024-01-11 16:10:00+00:00,472.75,bull,fvg,474.02490067600246,471.6167549546645,0.7082781533346939,1,1.125,27.48328579163605,33.27419169702912,0.9193953090381947,0.0012682230442857953,16,3,0.017520070596844635,0.012016718913270637,off,0,False,bull,1,1.4824684272081992,0,0,2.4224833670383075,0.6410537247508675,normal,0,0.12167026637868966,0.8783297336213104,1.4824684272081992,1.7648433657240274,2024-01-11 17:45:00+00:00,95.0,0.9697612406850937,26.42819074950542,6051.906711122508,21.178120388688267,0.004
6,2024-01-11 17:40:00+00:00,473.83,bull,fvg,474.8761303651425,472.9001063420955,0.5811835361903009,1,1.125,52.070327981122766,23.04917908147554,0.6517236913344711,0.000892608501286219,17,3,0.01984460084802301,0.009759665621734621,off,0,False,bull,1,0.8947259645526411,0,0,1.5134864994439126,-0.5572745482834118,normal,0,0.12167026637868966,0.8783297336213104,0.8947259645526411,1.187232529887196,2024-01-11 18:15:00+00:00,35.0,0.9143117812768208,26.303146123761856,6078.209857246269,25.809402823635043,0.004
7,2024-01-11 18:55:00+00:00,475.7588,bull,ob,476.5996065507786,475.0114163993079,0.46711475043255446,1,1.125,71.41970609415824,29.627865713626857,1.2739192842111244,0.000504842333330334,18,3,0.023996039689201682,0.005728735632183892,off,0,False,bull,1,1.1962799279675134,0,0,1.0754059428710903,0.057391560055750794,normal,0,0.12167026637868966,0.8783297336213104,1.1962799279675134,1.4343370646711264,2024-01-11 19:50:00+00:00,55.0,0.7488321358236867,26.13297535643018,6104.3428326027,32.11202383591928,0.004
8,2024-01-12 12:15:00+00:00,474.84,bull,fvg,475.3389373933825,474.39650009477106,0.2771874407680673,1,1.125,35.993920693270525,22.93440244799104,4.061432106524215,0.0006137007356255067,12,4,0.022018467101439832,0.007856247388215729,regular,1,True,bull,1,0.7576100829754078,0,0,1.1211478549224252,3.1427736296040414,normal,0,0.20014295925661255,0.7998570407433875,0.7576100829754078,1.0823001185361503,2024-01-12 12:30:00+00:00,15.0,0.6968983051403892,25.53889483997629,6129.881727442676,54.11500592680413,0.004
9,2024-01-12 16:35:00+00:00,475.875,bull,fvg,476.97811655966876,474.89445194696106,0.6128425331493281,1,1.125,43.551737036024775,17.87000132406425,0.9945452198524162,0.0009399480919352763,16,4,0.02424614192548586,0.005693689928959513,off,0,False,bull,1,1.329868532152632,0,0,1.787190612218604,0.6610695128149374,normal,0,0.1679699785561148,0.8320300214438852,1.329868532152632,2.10494528402077,2024-01-12 18:55:00+00:00,140.0,0.6527761941895367,26.339145085249317,6156.220872527925,24.476107953729006,0.004
