,time,equity,withdrawn
0,2025-01-13 03:10:00,5966.244039134167,0
1,2025-01-13 07:30:00,5920.324790277794,0
2,2025-01-13 06:00:00,5957.634824920197,0
3,2025-01-13 07:30:00,5910.540221639014,0
4,2025-01-13 08:20:00,5946.5619651343795,0
5,2025-01-13 10:05:00,5982.7690053154465,0
6,2025-01-13 12:00:00,5936.715850226769,0
7,2025-01-13 14:00:00,5891.308579096153,0
8,2025-01-13 14:25:00,5845.540402287333,0
9,2025-01-13 17:55:00,5800.639110744953,0
10,2025-01-13 19:00:00,5755.943022840518,0
11,2025-01-13 21:00:00,5710.344325800221,0
12,2025-01-13 21:00:00,5676.820594313842,0
13,2025-01-13 23:40:00,5702.756784627592,0
14,2025-01-14 01:10:00,5727.058198076696,0
15,2025-01-14 02:40:00,5751.432206110024,0
16,2025-01-14 03:35:00,5702.654016592715,0
17,2025-01-14 06:50:00,5738.62069991428,0
18,2025-01-14 05:00:00,5690.660229294648,0
19,2025-01-14 07:00:00,5725.619479563702,0
20,2025-01-14 09:00:00,5761.6305917654,0
21,2025-01-14 10:15:00,5796.825686248979,0
22,2025-01-14 10:25:00,5833.439979208955,0
23,2025-01-14 14:05:00,5870.191339381302,0
24,2025-01-14 13:50:00,5907.261309386905,0
25,2025-01-14 14:20:00,5943.8361602845725,0
26,2025-01-14 15:00:00,5980.823080033885,0
27,2025-01-14 16:05:00,5935.972232030329,0
28,2025-01-17 07:35:00,5888.025333030659,0
29,2025-01-17 07:25:00,5838.921088841028,0
30,2025-01-17 07:35:00,5787.85496545563,0
31,2025-01-17 09:05:00,5822.832375152623,0
32,2025-01-17 09:50:00,5774.658657139683,0
33,2025-01-17 11:25:00,5726.167117282891,0
34,2025-01-17 12:40:00,5678.306720959254,0
35,2025-01-17 14:30:00,5714.568549650047,0
36,2025-01-17 15:20:00,5751.615481631119,0
37,2025-01-17 16:40:00,5789.756284451007,0
38,2025-01-17 19:05:00,5743.829788326155,0
39,2025-01-17 22:00:00,5696.150533045527,0
40,2025-01-17 22:15:00,5732.237689843553,0
41,2025-01-20 01:20:00,5684.219725103215,0
42,2025-01-20 03:05:00,5636.891269617212,0
43,2025-01-20 05:05:00,5674.609729967993,0
44,2025-01-20 07:45:00,5709.656168251245,0
45,2025-01-20 07:45:00,5660.379571962214,0
46,2025-01-20 09:05:00,5613.151144319189,0
47,2025-01-20 10:10:00,5649.255856790989,0
48,2025-01-20 11:05:00,5601.727913822112,0
49,2025-01-20 13:30:00,5554.587961283269,0
50,2025-01-20 14:05:00,5592.0899347243185,0
51,2025-01-20 15:35:00,5545.149830602147,0
52,2025-01-21 03:25:00,5584.396602728025,0
53,2025-01-21 03:25:00,5623.543617921081,0
54,2025-01-23 01:40:00,5586.400882891986,0
55,2025-01-23 02:20:00,5621.482070206505,0
56,2025-01-23 03:45:00,5572.910374408807,0
57,2025-01-23 06:20:00,5606.81969948842,0
58,2025-01-23 07:25:00,5555.509719757433,0
59,2025-01-23 10:15:00,5590.326610736605,0
60,2025-01-23 11:20:00,5540.888977477138,0
61,2025-01-23 14:35:00,5494.901813361836,0
