,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,wfa_threshold,fold_id,prob,net_pnl,equity_after,units,risk_pct_used
0,2025-02-03 04:35:00,2774.87,bull,ob,2782.012489761836,2767.7275102381636,3.5712448809182376,1,1.0,28.687160809695797,42.912829863593934,1.1391556846102302,0.0006906441913225356,4,0,0.03016769317013219,0.015036046045228868,off,0,False,bull,1,1.2264630810962267,0,0,1.1185363121693448,1.0669240310520032,normal,0,0.2760880116486017,0.7239119883513984,1.2264630810962267,1.5260784913182754,2025-02-03 06:05:00,90.0,0.8156707146303541,0.55,2,0.8156707146303541,25.487922228785468,6025.4879222287855,3.780194428036336,0.0045000000000000005
1,2025-02-03 06:05:00,2782.27,bull,fvg,2787.5494130119214,2776.9905869880786,2.6397065059607923,1,1.0,62.4832363126813,37.89334911651768,1.0735869178812656,0.0006577798163612122,6,0,0.03291493571823681,0.012409352449036832,off,0,False,bull,1,1.5342614759840794,0,0,0.851863218386821,0.6478312460824311,normal,0,0.2760880116486017,0.7239119883513984,1.5342614759840794,1.7160998731375743,2025-02-03 08:20:00,135.0,0.660471308798686,0.55,2,0.660471308798686,24.954318032021252,6050.442240260807,5.114204919946875,0.0045000000000000005
2,2025-02-03 08:45:00,2786.82,bull,fvg,2790.5500776026242,2783.089922397376,1.8650388013120913,1,1.0,63.512859530668834,32.38585314817486,1.1499402628434887,0.0003591333067727365,8,0,0.031574817139980525,0.010794290845972766,london,2,True,bull,1,0.9275946424186614,0,0,0.6395764204171307,0.35303980723125133,low,1,0.1807968196352957,0.8192031803647043,0.9275946424186614,1.892722016033541,2025-02-03 10:10:00,85.0,0.6868023129872913,0.55,2,0.6868023129872913,18.748036128232112,6069.190276389039,5.629909679419718,0.0034999999999999996
3,2025-02-03 10:20:00,2796.92,bull,fvg,2801.973241420728,2791.8667585792723,2.5266207103639293,1,1.0,77.99202031851806,29.56287364113123,1.1204759543877045,0.0005165432289089443,10,0,0.03531345316710596,0.007209209045764792,london,2,True,bull,1,0.941969639620859,0,0,0.9432344263265159,1.7030857179895644,normal,0,0.1807968196352957,0.8192031803647043,0.941969639620859,1.6029315296069224,2025-02-03 13:05:00,165.0,0.6236289321621687,0.55,2,0.6236289321621687,24.862757960524167,6094.053034349564,5.343105098689593,0.0045000000000000005
4,2025-02-03 11:20:00,2797.65,bull,fvg,2802.1445138783224,2793.1554861216778,2.2472569391610864,0,-1.0,63.982646722507866,38.999484477017646,1.0240890933301052,0.0005488587002116524,11,0,0.03558367141461107,0.006950089272086385,off,0,False,bull,1,0.9834211484624636,0,0,0.9073940446008326,0.8756559241473524,normal,0,0.1807968196352957,0.8192031803647043,0.9834211484624636,1.2771125321661163,2025-02-03 12:35:00,75.0,0.6369052772314533,0.55,2,0.6369052772314533,-29.402929503030343,6064.650104846533,6.007323757575837,0.0045000000000000005
5,2025-02-03 12:40:00,2796.74,bull,fvg,2800.8436786045236,2792.636321395476,2.0518393022618087,1,1.0,55.55443125513873,24.407521122336256,1.040585495675316,0.0004261652481080224,12,0,0.035246824010186785,0.007273101592699296,off,0,False,bull,1,1.1940506243832565,0,0,0.9109148938558997,0.008348376459026611,normal,0,0.05375507734854203,0.946244922651458,1.1940506243832565,1.3012714967769872,2025-02-03 13:00:00,20.0,0.7681452046386751,0.55,2,0.7681452046386751,24.368214950338864,6089.018319796873,6.579462624152845,0.0045000000000000005
6,2025-02-03 23:35:00,2813.04,bull,fvg,2816.0652565700366,2810.0147434299633,1.5126282850183794,1,1.0,31.56578554416123,32.02689270432411,1.279130891887156,0.00028872143159783595,23,0,0.040783480895808445,0.006133408705483369,off,0,False,bull,1,1.2428697906949862,0,0,0.5425698525986877,0.22344184668330103,low,1,0.12265851555764616,0.8773414844423538,1.2428697906949862,1.9436368003420825,2025-02-04 02:30:00,175.0,0.7430030967540655,0.55,2,0.7430030967540655,18.22337599951123,6107.241695796384,6.941560001221917,0.0034999999999999996
7,2025-02-04 03:40:00,2822.87,bull,fvg,2825.9240864240132,2819.8159135759865,1.527043212006673,0,-1.0,79.94360488397946,29.464210973933344,1.507900677200903,0.0003052280532942738,3,1,0.044420436508670585,0.0026604013566987705,off,0,False,bull,1,1.5127273294148607,0,0,0.6704049955516097,1.1265700772346943,low,1,0.05525511403715161,0.9447448859628483,1.5127273294148607,1.7812200588780154,2025-02-04 04:20:00,40.0,0.6823048727999296,0.55,2,0.6823048727999296,-23.750413326208896,6083.491282470175,6.87603331552225,0.0034999999999999996
8,2025-02-04 07:05:00,2815.56,bull,ob,2819.2103206966817,2811.909679303318,1.8251603483407914,0,-1.0,34.12386635336529,14.240096964223284,1.5098756400877835,0.00042061599952338105,7,1,0.036492749675125113,0.005243075183719667,london,2,True,bull,1,1.4464482544779322,0,0,1.1014299914922847,3.022490215157464,normal,0,0.12819162937615244,0.8718083706238475,1.4464482544779322,2.7230484184681965,2025-02-04 08:20:00,75.0,0.6517083963985796,0.55,2,0.6517083963985796,-29.958644156886674,6053.532638313289,7.396610392216669,0.0045000000000000005
9,2025-02-04 09:20:00,2809.88,bull,fvg,2813.3261109436457,2806.4338890563545,1.7230554718229227,1,1.0,27.18271996241603,43.901644044613455,1.1228070175438596,0.0003516836127748919,9,1,0.03440176997014474,0.007249858677218761,london,2,True,bull,1,2.2053845985466047,0,0,1.0301327005620082,0.8789709887583883,normal,0,0.09046240238659228,0.9095375976134077,2.2053845985466047,2.3388684031957623,2025-02-04 09:50:00,30.0,0.9437279789686811,0.55,2,0.9437279789686811,23.866032412591256,6077.39867072588,7.834918968521874,0.0045000000000000005
10,2025-02-04 10:35:00,2813.08,bull,fvg,2817.921947750646,2808.238052249354,2.4209738753228343,1,1.0,47.65949329192288,30.841437147654506,1.0328750747160789,0.0007094639524987879,10,1,0.03557978670534492,0.006119276427360148,london,2,True,bull,1,0.945900335126332,0,0,1.4142490708693294,0.6465490097539928,normal,0,0.09046240238659228,0.9095375976134077,0.945900335126332,1.4746131862014034,2025-02-04 11:30:00,55.0,0.7583407245492828,0.55,2,0.7583407245492828,24.7694926595275,6102.168163385408,5.576268351181272,0.0045000000000000005
