,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,wfa_threshold,fold_id,filter_profile,entry_filter,prob,net_pnl,equity_after,units,risk_pct_used
0,2024-02-01 09:35:00,2042.02,bull,fvg,2044.3609172563445,2039.6790827436555,1.1704586281722118,0,-1.0,38.866944486853654,18.791407411615296,1.6243654822335023,0.00035210045321479186,9,3,0.017301934448933645,0.006833424932030612,london,2,True,range,0,1.4011601610909767,0,0,1.0679985489064825,2.425583323174159,normal,0,0.31016810168101777,0.6898318983189822,1.4011601610909767,1.5805770109865984,2024-02-01 10:05:00,30.0,0.8275375514773952,0.62,2,baseline,both,0.8275375514773952,-42.15143485356961,5957.848565146431,15.378587133924029,0.006
1,2024-02-01 10:45:00,2040.77,bull,fvg,2043.4575935098617,2038.0824064901383,1.3437967549308534,0,-1.0,42.147968814966426,17.182284462776142,0.9754125647976412,0.0005083345550936579,10,3,0.016679204300325323,0.007441380886837598,london,2,True,range,0,1.0641490201199704,0,0,1.2644618930981972,1.0090937444492996,normal,0,0.31016810168101777,0.6898318983189822,1.0641490201199704,1.1906562462879582,2024-02-01 12:25:00,100.0,0.7305138763178273,0.62,2,baseline,both,0.7305138763178273,-41.35795310829613,5916.490612038135,13.394882770740328,0.006
2,2024-02-01 13:50:00,2034.07,bull,fvg,2037.371334970581,2030.7686650294188,1.6506674852905572,0,-1.0,45.26054290668385,45.48891379760797,1.103035308692959,0.0005641859845335989,13,3,0.013341370703784692,0.010700024804603065,new_york,3,True,range,0,0.9693048504667616,0,0,1.4339334178387728,0.9675718433173833,normal,0,0.330873308733088,0.6691266912669119,0.9693048504667616,1.4781898969619287,2024-02-01 14:20:00,30.0,0.8386764343372392,0.62,2,baseline,both,0.8386764343372392,-40.36187182710064,5876.128740211034,10.90467956775161,0.006
3,2024-02-05 02:10:00,2037.6,bear,fvg,2034.8667164806013,2040.3332835193985,1.3666417596992593,1,1.0,42.74083018747413,30.368640855581777,1.5103448275862068,0.0004923939561801859,2,0,0.013998716079364152,0.01352672908779305,asia,1,True,bear,-1,1.148801424263265,0,0,0.827142455385067,0.3877809717872307,normal,0,0.491706795077581,0.508293204922419,1.148801424263265,1.3463660004102502,2024-02-05 02:25:00,15.0,0.762539571389818,0.62,2,baseline,both,0.762539571389818,30.73161130274239,5906.860351513777,13.17097174314403,0.006
4,2024-02-05 03:10:00,2034.81,bear,fvg,2032.2293252088245,2037.3906747911753,1.2903373955876594,0,-1.0,38.39366859836265,33.42744211308985,0.7749935417204856,0.00038027995504528545,3,0,0.012610290275545253,0.01487746545697494,off,0,False,bear,-1,1.170236563834756,0,0,0.8824627630645661,-0.11762186849164334,normal,0,0.491706795077581,0.508293204922419,1.170236563834756,1.2942351401350156,2024-02-05 03:35:00,25.0,0.7783283413956733,0.62,2,baseline,both,0.7783283413956733,-41.57993593351658,5865.28041558026,13.949839833791454,0.006
5,2024-02-05 04:50:00,2032.85,bear,fvg,2030.4701771961493,2035.2298228038505,1.1899114019253025,1,1.0,29.207741417156612,18.89063538876803,1.839523154516277,0.0003458284979710937,4,0,0.011634908707271012,0.015826369859697733,off,0,False,bear,-1,1.672393420871626,0,0,0.9449593061220863,1.177409082124291,normal,0,0.6388443017656497,0.36115569823435034,1.672393420871626,1.7312213301486548,2024-02-05 05:20:00,30.0,0.8360888404671224,0.62,2,baseline,both,0.8360888404671224,29.94912933151983,5895.229544911779,15.127176671200413,0.006
6,2024-02-05 05:50:00,2032.34,bear,fvg,2029.8113423281577,2034.8686576718421,1.2643288359211204,1,1.0,41.651224773096864,34.66002165360775,0.8079748163693599,0.0003907462113889806,5,0,0.011381110442056806,0.01607327865836539,off,0,False,bear,-1,0.9728481745050984,0,0,1.0426344938878525,-0.5012344539278036,normal,0,0.6388443017656497,0.36115569823435034,0.9728481745050984,1.2180375518193447,2024-02-05 07:05:00,75.0,0.9591452737486882,0.62,2,baseline,both,0.9591452737486882,30.30527897850676,5925.534823890286,14.236802553733105,0.006
7,2024-02-05 08:30:00,2029.59,bear,fvg,2027.2775566328285,2031.9024433671714,1.1562216835857377,1,1.0,41.070509151881,31.613830254866706,1.9491265706405148,0.0003183062054528394,8,0,0.0100125903845292,0.017404649631573364,london,2,True,bear,-1,0.9513746503946859,0,0,0.9852879535150793,2.938019711041392,normal,0,0.7649366862849994,0.2350633137150005,0.9513746503946859,1.4357108360500552,2024-02-05 08:35:00,5.0,0.931451612567587,0.62,2,baseline,both,0.931451612567587,29.77282047014459,5955.3076443604305,15.567948824638528,0.006
8,2024-02-05 12:20:00,2024.05,bear,fvg,2021.6454840165582,2026.4545159834418,1.2022579917209264,0,-1.0,53.07221774113936,41.22399264805745,0.7876325196297088,0.000283917831423103,12,0,0.007255644523182694,0.02008675697396323,off,0,False,bear,-1,1.197746249071567,0,0,0.9651695282652276,-0.726684438614628,normal,0,0.8822899946495467,0.1177100053504533,1.197746249071567,1.4805474467689415,2024-02-05 13:30:00,70.0,0.9611496883713261,0.62,2,baseline,both,0.9611496883713261,-41.98873124535774,5913.318913115073,14.971828113394364,0.006
9,2024-02-05 13:35:00,2026.87,bear,fvg,2024.7161162630234,2029.0238837369764,1.076941868488253,1,1.0,67.23905443701057,28.13052804581262,1.020910209102091,0.00029389999442054724,13,0,0.008658999636720063,0.0187214965578009,new_york,3,True,bear,-1,1.0956951665889358,0,0,0.872699788426871,-0.8403061626412383,normal,0,0.8822899946495467,0.1177100053504533,1.0956951665889358,1.2999773162920116,2024-02-05 14:30:00,55.0,0.9444448554665154,0.62,2,baseline,both,0.9444448554665154,29.314402373354596,5942.633315488428,16.713994066613502,0.006
10,2024-02-05 21:05:00,2026.97,bear,fvg,2024.3420089695887,2029.5979910304113,1.3139955152056764,1,1.0,61.40356512351582,32.650054710287115,0.9206745783885072,0.0004493146205179302,21,0,0.008708764002448407,0.018673083067866,off,0,False,bear,-1,0.9284658782180575,0,0,0.829630186347575,-0.6998244993349918,normal,0,0.7224897449616557,0.27751025503834426,0.9284658782180575,1.4155299454798815,2024-02-05 22:10:00,65.0,0.6926808141123336,0.62,2,baseline,both,0.6926808141123336,30.52052924330327,5973.153844731731,13.69867689174183,0.006
11,2024-02-06 01:00:00,2025.38,bear,fvg,2024.0029705213979,2026.7570294786024,0.6885147393011548,1,1.0,54.9920516274196,13.21906732631851,0.23603082851637766,0.00016170114150056595,1,1,0.007917510587368849,0.019442857557829842,asia,1,True,bear,-1,0.9004890739585629,0,0,0.45104708237213076,-1.4816414819008445,low,1,0.6843231674692337,0.3156768325307663,0.9004890739585629,1.2054934377183857,2024-02-06 01:25:00,25.0,0.6752149754445179,0.62,2,baseline,both,0.6752149754445179,17.8798952697573,5991.033740001488,18.300261825606764,0.0042
12,2024-02-06 03:40:00,2026.74,bear,fvg,2025.1535772591048,2028.3264227408952,0.7932113704475986,1,1.0,50.9122863795447,35.28456007488895,1.7036553524804179,0.00024963223023893795,3,1,0.008594305961273361,0.01878443409471613,off,0,False,bear,-1,0.9455235110621082,0,0,0.727863680160365,0.8485852436416823,normal,0,0.6843231674692337,0.3156768325307663,0.9455235110621082,1.411981776519564,2024-02-06 04:10:00,30.0,0.8516423081273744,0.62,2,baseline,both,0.8516423081273744,26.92297429380354,6017.956714295291,22.69256426549114,0.006
13,2024-02-06 05:05:00,2025.18,bear,fvg,2023.588702581881,2026.771297418119,0.7956487090594386,1,1.0,41.0640637467709,18.306683933491392,0.806697108066971,0.0002747224552200757,5,1,0.007817981855912273,0.019539684537699536,off,0,False,bear,-1,1.1688575490799433,0,0,0.8506534535000958,-0.09808385238038375,normal,0,0.6452648475120404,0.3547351524879596,1.1688575490799433,1.520771649878519,2024-02-06 05:25:00,20.0,0.6481321873845935,0.62,2,baseline,both,0.6481321873845935,26.950780265186552,6044.907494560478,22.623049337033628,0.006
