year,folds,candidates,trades_count,wins,losses,win_rate,net_profit,yoy_profit_pct,max_drawdown,initial_capital,final_capital,avg_win,avg_loss
2023,12,2386,461,282,179,61.17136659436009,53983.43561702252,899.7239269503754,4.302557584853986,6000,59983.43561702252,229.79658018854147,-60.4424580790289
