,time,equity,withdrawn
0,2010-03-01 10:35:00,6028.945795147466,0
1,2010-03-02 07:35:00,5978.358676243952,0
2,2010-03-02 09:25:00,5932.27691972375,0
3,2010-03-02 13:50:00,5960.623735545474,0
4,2010-03-02 16:40:00,5991.495691344918,0
5,2010-03-03 08:30:00,5940.430738222216,0
6,2010-03-03 10:00:00,5966.19859544934,0
7,2010-03-03 16:35:00,5996.970647160129,0
8,2010-03-04 07:40:00,5945.310276280173,0
9,2010-03-04 10:25:00,5972.199918538196,0
10,2010-03-04 14:45:00,5999.914350199132,0
11,2010-03-04 17:10:00,6031.816852180795,0
12,2010-03-09 07:40:00,6054.400134422638,0
13,2010-03-09 10:20:00,6080.726900029571,0
14,2010-03-09 11:30:00,6107.280815006662,0
15,2010-03-09 14:15:00,6135.271961184239,0
16,2010-03-10 08:20:00,6156.81507666573,0
17,2010-03-10 09:00:00,6179.960813159938,0
18,2010-03-10 11:30:00,6205.805796223863,0
19,2010-03-10 13:55:00,6231.805132931732,0
20,2010-03-10 14:15:00,6185.709311068359,0
21,2010-03-10 15:20:00,6143.715473977221,0
22,2010-03-10 16:50:00,6102.344225969295,0
23,2010-03-11 11:10:00,6128.033060851461,0
24,2010-03-15 15:00:00,6085.1924654541735,0
25,2010-03-18 08:25:00,6036.947120431886,0
26,2010-03-18 14:55:00,6065.589698386514,0
27,2010-03-18 16:50:00,6096.133367763051,0
28,2010-03-19 13:25:00,6048.601548488772,0
29,2010-03-19 14:45:00,6077.343732988675,0
30,2010-03-29 14:20:00,6025.569736399074,0
31,2010-05-03 04:15:00,6048.960841642035,0
32,2010-05-03 07:15:00,6061.469053411284,0
33,2010-05-03 08:40:00,6007.126800605298,0
34,2010-05-03 14:20:00,5957.510002832393,0
35,2010-05-03 15:05:00,5983.840304482981,0
36,2010-05-03 17:05:00,6014.251790946283,0
37,2010-05-03 19:15:00,5971.095838166686,0
38,2010-05-03 22:40:00,5986.582038552065,0
39,2010-05-04 06:20:00,6009.509930435372,0
40,2010-05-04 09:25:00,5956.674306576549,0
41,2010-05-04 10:05:00,5976.88616005368,0
