entry_time,exit_time,side,entry_price,exit_price,pnl_pct,pnl_dollars,capital,bars_held,max_profit,exit_reason
2025-01-02 09:00:00+00:00,2025-01-04 21:00:00+00:00,LONG,3465.4404306042215,3657.3853766,0.05438832648821836,543.8832648821837,10543.883264882184,60,0.05636067717999245,Time
2025-01-06 15:00:00+00:00,2025-01-07 12:00:00+00:00,LONG,3714.4582431,3631.92347,-0.023219868335662894,-244.82758115716373,10299.05568372502,21,0.0,SL
2025-01-07 14:00:00+00:00,2025-01-08 04:00:00+00:00,SHORT,3570.070843,3348.5055672,0.06106187091061042,628.8796086608057,10927.935292385826,14,0.062249421026405155,TP
2025-01-08 17:00:00+00:00,2025-01-08 22:00:00+00:00,SHORT,3262.3314032,3334.5697806,-0.02314317568385046,-252.90712633343492,10675.02816605239,5,0.0,SL
2025-01-11 11:00:00+00:00,2025-01-13 06:00:00+00:00,LONG,3274.079685,3188.8276069,-0.027038486018094665,-288.6365998105743,10386.391566241817,43,0.01031139075651422,SL
2025-01-13 08:00:00+00:00,2025-01-13 22:00:00+00:00,SHORT,3167.56636,3132.2263199999998,0.010156842819861255,105.49294660385068,10491.884512845667,14,0.05032423693248206,Trail
2025-01-14 09:00:00+00:00,2025-01-15 23:00:00+00:00,LONG,3244.2482198999996,3451.739514,0.06295666423649789,660.5340504833368,11152.418563329004,38,0.0641694981361251,TP
2025-01-17 10:00:00+00:00,2025-01-18 03:00:00+00:00,LONG,3426.8082246,3384.0935459,-0.013464858229697299,-150.16573487346946,11002.252828455534,17,0.026418687439262147,Trail
2025-01-18 05:00:00+00:00,2025-01-19 13:00:00+00:00,SHORT,3293.0117659000002,3270.3009294,0.005896676390645497,64.87672449746638,11067.129552953,32,0.04506900565520389,Trail
2025-01-19 14:00:00+00:00,2025-01-19 21:00:00+00:00,LONG,3377.4508551,3229.1825343,-0.04489947542126706,-496.9083113467915,10570.221241606208,7,0.018287207586377013,SL
