entry_time,exit_time,side,entry_price,exit_price,pnl_pct,pnl_dollars,capital,bars_held,max_profit,exit_reason
2021-01-02 12:00:00+00:00,2021-01-02 20:00:00+00:00,LONG,753.410652,758.338302,0.005540457036171518,55.40457036171519,10055.404570361716,8,0.04314957309629321,Trail
2021-01-03 06:00:00+00:00,2021-01-03 13:00:00+00:00,LONG,800.4300539999999,875.0249600000001,0.09219353468454367,927.0432900247617,10982.447860386477,7,0.09341221712796921,TP
2021-01-03 14:00:00+00:00,2021-01-03 22:00:00+00:00,LONG,914.6128859999999,992.961368,0.08466299819222109,929.8069633500627,11912.25482373654,8,0.08588017422706648,TP
2021-01-04 06:00:00+00:00,2021-01-04 07:00:00+00:00,LONG,1111.2722099999999,1045.69082,-0.06001469451845632,-714.9103342725563,11197.344489463985,1,0.0,SL
2021-01-05 00:00:00+00:00,2021-01-05 03:00:00+00:00,LONG,1096.289214,1002.769406,-0.0863057813629095,-966.3955653528583,10230.948924111126,3,0.018225834702046136,SL
2021-01-06 16:00:00+00:00,2021-01-07 15:00:00+00:00,LONG,1175.2450019999999,1251.34968,0.06375643620733318,652.2888424205751,10883.237766531702,23,0.06496943009335174,TP
2021-01-07 16:00:00+00:00,2021-01-07 18:00:00+00:00,LONG,1265.583066,1221.7556,-0.03563025634383762,-387.7725514724593,10495.465215059243,2,0.006002714641253067,SL
2021-01-08 02:00:00+00:00,2021-01-08 03:00:00+00:00,SHORT,1112.32749,1152.090372,-0.036747459590340606,-385.681683872215,10109.783531187028,1,0.0,SL
2021-01-08 20:00:00+00:00,2021-01-08 21:00:00+00:00,SHORT,1145.4108720000002,1192.658484,-0.04224948798285886,-427.1331778101907,9682.650353376837,1,0.0,SL
2021-01-09 20:00:00+00:00,2021-01-10 11:00:00+00:00,LONG,1275.2549999999999,1260.507848,-0.01256408090930827,-121.65360245636889,9560.996750920469,15,0.057129750520484156,Trail
2021-01-11 03:00:00+00:00,2021-01-11 09:00:00+00:00,SHORT,1100.359884,1132.416438,-0.030132790522559624,-288.0995122823597,9272.89723863811,3,0.007597408921897743,SL
