year,folds,candidates,trades_count,wins,losses,win_rate,net_profit,yoy_profit_pct,max_drawdown,initial_capital,final_capital,avg_win,avg_loss
2024,12,1921,390,257,133,65.8974358974359,45797.97679084574,763.2996131807624,7.252247600947037,6000,51797.97679084574,213.11033282840432,-67.45397553424186
