year,entry_time,exit_time,direction,pnl,win
2024,2024-01-04 00:45:00+00:00,2024-01-04 09:15:00+00:00,,38.926377340863105,True
2024,2024-01-10 16:10:00+00:00,2024-01-10 18:05:00+00:00,,308.0571167585426,True
2024,2024-01-10 17:10:00+00:00,2024-01-10 19:10:00+00:00,,307.5092932433534,True
2024,2024-01-10 18:10:00+00:00,2024-01-10 19:10:00+00:00,,307.95402804887794,True
2024,2024-01-10 19:10:00+00:00,2024-01-10 20:20:00+00:00,,-97.03728064013342,False
2024,2024-01-10 20:45:00+00:00,2024-01-11 00:45:00+00:00,,309.48123455666666,True
2024,2024-01-11 00:35:00+00:00,2024-01-11 09:00:00+00:00,,38.87412357287132,True
2024,2024-01-11 16:10:00+00:00,2024-01-11 18:50:00+00:00,,311.56914449703237,True
2024,2024-01-11 17:10:00+00:00,2024-01-11 18:55:00+00:00,,311.0886341704026,True
2024,2024-01-11 18:10:00+00:00,2024-01-11 19:50:00+00:00,,310.4138912253933,True
2024,2024-01-11 19:10:00+00:00,2024-01-12 00:55:00+00:00,,-95.08328473935853,False
2024,2024-01-12 16:35:00+00:00,2024-01-16 09:00:00+00:00,,-93.96512948850423,False
2024,2024-01-16 20:30:00+00:00,2024-01-17 09:00:00+00:00,,-96.48122911599923,False
2024,2024-01-17 00:40:00+00:00,2024-01-17 09:00:00+00:00,,-14.936363653691501,False
2024,2024-01-18 17:00:00+00:00,2024-01-18 18:40:00+00:00,,-94.98424150553872,False
2024,2024-01-19 16:15:00+00:00,2024-01-19 17:25:00+00:00,,-94.81632338553968,False
2024,2024-01-23 20:00:00+00:00,2024-01-23 21:00:00+00:00,,-100.56218728821106,False
2024,2024-01-24 21:05:00+00:00,2024-01-25 14:10:00+00:00,,312.16569448987343,True
2024,2024-01-29 16:00:00+00:00,2024-01-29 17:35:00+00:00,,307.66664985447943,True
2024,2024-01-30 00:15:00+00:00,2024-01-30 09:15:00+00:00,,-14.565021899206373,False
2024,2024-01-30 17:30:00+00:00,2024-01-30 19:30:00+00:00,,306.8985305856131,True
2024,2024-01-31 23:10:00+00:00,2024-02-01 09:00:00+00:00,,40.89851398020011,True
2024,2024-02-01 00:10:00+00:00,2024-02-01 09:00:00+00:00,,40.197970345467034,True
2024,2024-02-01 16:00:00+00:00,2024-02-01 17:00:00+00:00,,310.3066286262924,True
2024,2024-02-01 17:00:00+00:00,2024-02-01 19:45:00+00:00,,310.14399483453576,True
2024,2024-02-01 18:00:00+00:00,2024-02-01 19:45:00+00:00,,310.64420549528467,True
2024,2024-02-02 00:00:00+00:00,2024-02-02 12:15:00+00:00,,40.698372918974655,True
2024,2024-02-02 09:40:00+00:00,2024-02-02 11:35:00+00:00,,39.944544706607225,True
2024,2024-02-02 11:00:00+00:00,2024-02-02 12:15:00+00:00,,39.17276308679478,True
2024,2024-02-02 13:55:00+00:00,2024-02-02 15:20:00+00:00,,309.95769785328656,True
2024,2024-02-02 14:55:00+00:00,2024-02-02 16:10:00+00:00,,310.6164239264701,True
2024,2024-02-02 16:05:00+00:00,2024-02-02 17:25:00+00:00,,310.82644910297256,True
2024,2024-02-02 17:40:00+00:00,2024-02-02 19:00:00+00:00,,311.0826503245596,True
2024,2024-02-05 16:00:00+00:00,2024-02-05 17:10:00+00:00,,309.56663953363034,True
2024,2024-02-05 17:00:00+00:00,2024-02-05 19:30:00+00:00,,308.8322982399383,True
2024,2024-02-05 22:50:00+00:00,2024-02-06 09:00:00+00:00,,40.310847907993804,True
2024,2024-02-05 23:55:00+00:00,2024-02-06 09:00:00+00:00,,39.16559190174474,True
2024,2024-02-06 11:35:00+00:00,2024-02-06 12:45:00+00:00,,39.603051461011155,True
2024,2024-02-06 15:10:00+00:00,2024-02-06 20:55:00+00:00,,308.4674517648226,True
2024,2024-02-08 12:05:00+00:00,2024-02-08 13:00:00+00:00,,291.22792759222455,True
2024,2024-02-08 13:30:00+00:00,2024-02-08 14:30:00+00:00,,301.7622387812507,True
2024,2024-02-08 16:25:00+00:00,2024-02-08 20:00:00+00:00,,307.2127053795853,True
2024,2024-02-08 21:55:00+00:00,2024-02-09 09:00:00+00:00,,301.6422988234127,True
2024,2024-02-08 23:10:00+00:00,2024-02-09 09:00:00+00:00,,39.034428042308946,True
2024,2024-02-09 00:55:00+00:00,2024-02-09 09:00:00+00:00,,38.27096477252366,True
2024,2024-02-09 14:30:00+00:00,2024-02-09 16:10:00+00:00,,307.83565329538914,True
2024,2024-02-09 16:30:00+00:00,2024-02-09 18:25:00+00:00,,307.2250802218045,True
2024,2024-02-09 17:35:00+00:00,2024-02-09 19:15:00+00:00,,306.5493599672517,True
2024,2024-02-12 09:00:00+00:00,2024-02-12 09:40:00+00:00,,36.7889745798855,True
2024,2024-02-12 10:15:00+00:00,2024-02-12 11:10:00+00:00,,-16.330182440575847,False
2024,2024-02-12 11:50:00+00:00,2024-02-12 12:30:00+00:00,,-16.173558834353525,False
2024,2024-02-12 12:50:00+00:00,2024-02-12 13:30:00+00:00,,-17.301272586570192,False
2024,2024-02-12 13:50:00+00:00,2024-02-12 14:10:00+00:00,,-117.47487468258426,False
2024,2024-02-14 20:35:00+00:00,2024-02-15 09:00:00+00:00,,309.76546774423895,True
2024,2024-02-14 21:55:00+00:00,2024-02-15 09:00:00+00:00,,306.73244018307764,True
2024,2024-02-15 10:50:00+00:00,2024-02-15 13:00:00+00:00,,-14.625774671272751,False
2024,2024-02-15 12:00:00+00:00,2024-02-15 13:00:00+00:00,,-15.081676783933428,False
2024,2024-02-15 14:25:00+00:00,2024-02-15 15:15:00+00:00,,307.1739952466299,True
2024,2024-02-22 16:15:00+00:00,2024-02-22 17:25:00+00:00,,-95.24111004113134,False
2024,2024-02-23 00:10:00+00:00,2024-02-23 10:40:00+00:00,,-14.301418486213587,False
2024,2024-02-23 09:25:00+00:00,2024-02-23 10:40:00+00:00,,39.435432568916085,True
2024,2024-02-23 13:05:00+00:00,2024-02-23 14:00:00+00:00,,300.9777356200731,True
2024,2024-02-26 09:20:00+00:00,2024-02-26 10:25:00+00:00,,39.24183574089872,True
2024,2024-03-04 11:05:00+00:00,2024-03-04 12:00:00+00:00,,39.01685763505873,True
2024,2024-03-04 14:25:00+00:00,2024-03-04 15:30:00+00:00,,301.5728541098889,True
2024,2024-03-04 16:20:00+00:00,2024-03-04 19:35:00+00:00,,305.40886038752774,True
2024,2024-03-04 18:20:00+00:00,2024-03-04 19:35:00+00:00,,304.0434377659793,True
2024,2024-03-05 10:50:00+00:00,2024-03-05 12:10:00+00:00,,38.83664352425055,True
2024,2024-03-06 00:50:00+00:00,2024-03-06 09:00:00+00:00,,39.699953294872884,True
2024,2024-03-08 13:00:00+00:00,2024-03-08 13:05:00+00:00,,-97.42208002288999,False
2024,2024-03-08 14:25:00+00:00,2024-03-08 14:55:00+00:00,,310.92661989116556,True
2024,2024-03-11 14:40:00+00:00,2024-03-11 18:45:00+00:00,,310.9918412491836,True
2024,2024-03-11 15:40:00+00:00,2024-03-11 22:00:00+00:00,,310.7475532134678,True
2024,2024-03-11 17:10:00+00:00,2024-03-11 22:00:00+00:00,,309.90203367682415,True
2024,2024-03-11 19:35:00+00:00,2024-03-11 22:10:00+00:00,,309.0071714794959,True
2024,2024-03-12 13:55:00+00:00,2024-03-12 14:45:00+00:00,,311.6923954557203,True
2024,2024-03-12 16:45:00+00:00,2024-03-12 18:05:00+00:00,,310.38909679861996,True
