,time,equity,withdrawn
0,2025-02-03 06:05:00,6033.983896305047,0
1,2025-02-03 08:20:00,6067.256320347742,0
2,2025-02-03 13:00:00,6099.74727361486,0
3,2025-02-04 02:30:00,6121.615324814274,0
4,2025-02-04 04:20:00,6093.114828822823,0
5,2025-02-04 14:15:00,6125.537262018614,0
6,2025-02-05 22:45:00,6086.514171621315,0
7,2025-02-05 23:35:00,6118.977837254243,0
8,2025-02-06 05:20:00,6078.86404817042,0
9,2025-02-06 06:00:00,6110.67562585925,0
10,2025-02-06 12:35:00,6144.028590686506,0
11,2025-02-06 17:45:00,6178.170203244713,0
12,2025-02-06 22:05:00,6210.709257391163,0
13,2025-02-07 01:20:00,6232.362639214153,0
14,2025-02-07 03:40:00,6262.60794037015,0
15,2025-02-07 12:15:00,6222.702941323973,0
16,2025-02-07 13:00:00,6254.413894907402,0
17,2025-02-07 20:00:00,6288.586642547877,0
18,2025-02-11 05:35:00,6323.040525500964,0
19,2025-02-11 14:05:00,6284.532190633006,0
20,2025-02-11 18:20:00,6318.878137709118,0
21,2025-02-11 22:05:00,6280.177649793495,0
22,2025-02-11 22:00:00,6252.4342542321165,0
23,2025-02-11 23:15:00,6274.1957833446495,0
24,2025-02-12 01:15:00,6295.239559851715,0
25,2025-02-12 06:30:00,6256.481023722248,0
26,2025-02-12 08:10:00,6289.055232646912,0
27,2025-02-12 14:00:00,6249.943022672613,0
28,2025-02-12 18:55:00,6284.304401516482,0
29,2025-02-12 21:05:00,6246.06785295365,0
30,2025-02-12 21:20:00,6218.341753559097,0
31,2025-02-13 03:45:00,6250.285038211649,0
32,2025-02-13 05:20:00,6281.397115276526,0
33,2025-02-13 15:20:00,6242.342893639152,0
34,2025-02-17 12:50:00,6274.29192644811,0
35,2025-02-17 18:20:00,6234.545921319647,0
36,2025-02-18 03:30:00,6194.33011979374,0
37,2025-02-20 04:50:00,6225.991641573983,0
38,2025-02-20 23:10:00,6248.499839551918,0
39,2025-02-21 05:40:00,6282.053299423182,0
40,2025-02-21 07:45:00,6314.735848549552,0
41,2025-02-21 18:25:00,6348.620579513749,0
42,2025-02-21 23:40:00,6380.819374513273,0
43,2025-02-24 13:20:00,6412.9786861479215,0
44,2025-02-25 03:50:00,6444.099292782942,0
45,2025-02-26 02:00:00,6466.41816523629,0
46,2025-02-26 06:00:00,6427.376332070823,0
47,2025-02-26 07:25:00,6459.420862767424,0
48,2025-02-27 01:35:00,6493.374248215482,0
49,2025-02-26 21:20:00,6525.606898923815,0
50,2025-02-26 22:55:00,6546.985408058392,0
51,2025-02-27 01:05:00,6517.593562511342,0
52,2025-02-27 03:35:00,6538.279002282292,0
53,2025-02-27 04:45:00,6498.0120587884485,0
54,2025-02-27 06:45:00,6457.881778649688,0
55,2025-03-05 05:45:00,6491.232822384126,0
56,2025-03-05 07:45:00,6524.690921624725,0
57,2025-03-05 16:30:00,6558.619667225137,0
58,2025-03-06 03:35:00,6579.671817382914,0
59,2025-03-06 05:40:00,6538.391017107738,0
60,2025-03-06 07:00:00,6497.06707226455,0
61,2025-03-07 01:00:00,6519.609613698591,0
62,2025-03-07 07:20:00,6551.1167650876705,0
63,2025-03-10 20:45:00,6584.981944227793,0
64,2025-03-11 00:35:00,6546.568542469023,0
65,2025-03-11 12:20:00,6578.424935591784,0
66,2025-03-11 15:05:00,6537.915877873157,0
67,2025-03-11 14:25:00,6569.086312013854,0
68,2025-03-11 16:30:00,6530.3411960780395,0
69,2025-03-17 11:35:00,6561.134005829106,0
70,2025-03-17 16:25:00,6594.717232499075,0
71,2025-03-17 19:20:00,6627.369215993261,0
72,2025-03-18 01:15:00,6648.191038057771,0
73,2025-03-18 03:55:00,6679.546351110305,0
74,2025-03-18 14:10:00,6711.906717801865,0
75,2025-03-18 18:10:00,6745.888294033766,0
76,2025-03-19 05:05:00,6776.581813577154,0
77,2025-03-19 12:40:00,6808.967160693337,0
78,2025-03-19 15:55:00,6841.737776687355,0
79,2025-03-19 20:20:00,6874.416926999569,0
80,2025-03-20 03:20:00,6906.529231213838,0
81,2025-03-20 05:30:00,6938.684504978255,0
82,2025-03-20 06:30:00,6969.9363307824215,0
83,2025-03-20 12:55:00,7002.882512135066,0
84,2025-03-20 19:05:00,7035.974622508434,0
85,2025-03-20 20:35:00,6996.397547137028,0
86,2025-03-21 07:30:00,6955.006982743654,0
87,2025-05-02 23:15:00,6989.124640403763,0
88,2025-05-07 12:20:00,6951.231601733738,0
89,2025-05-07 17:20:00,6913.629432792439,0
90,2025-05-07 21:45:00,6876.0103761444,0
91,2025-05-08 03:40:00,6837.398935903394,0
92,2025-05-08 04:50:00,6871.872317502659,0
93,2025-05-08 13:15:00,6906.03050120586,0
94,2025-05-22 19:20:00,6940.815626581136,0
95,2025-05-22 22:25:00,6903.140525487157,0
96,2025-05-23 02:05:00,6936.941293289266,0
97,2025-05-23 03:20:00,6969.975182381662,0
98,2025-05-23 07:15:00,7004.269296026074,0
99,2025-05-23 12:00:00,7037.686078380012,0
100,2025-05-23 18:55:00,7072.593143831603,0
101,2025-05-23 23:40:00,7044.962047890836,0
102,2025-05-26 04:00:00,7078.77599394011,0
103,2025-05-26 04:35:00,7113.002212243744,0
104,2025-05-27 04:20:00,7073.116853561978,0
