,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,prob,net_pnl,equity_after,units,risk_pct_used
0,2025-01-13 02:15:00,2690.67,bull,ob,2693.720411694009,2687.6195883059913,1.525205847004414,0,-1.0,51.36002253189775,21.599302015367872,0.6045479755962284,0.00030309678556439255,2,0,0.02915335921513139,0.0027205236452052233,asia,1,True,bull,1,1.0818211871143684,0,0,0.5863662589824576,-1.2122231390161124,low,1,0.14779798946864894,0.852202010531351,1.0818211871143684,1.0818211871143684,2025-01-13 03:00:00,45.0,0.5833333333333334,-33.933895225870316,5966.06610477413,9.834738064675804,0.005
1,2025-01-13 03:50:00,2686.03,bull,fvg,2690.1946212437706,2681.86537875623,2.0823106218852128,1,1.0,49.099398928193565,27.431787895192677,1.211634260003214,0.0004952252705017642,3,0,0.027378607355275635,0.004440309709749043,off,0,False,bull,1,0.9748785693473275,0,0,0.9854592283827575,0.9910894416130845,normal,0,0.14779798946864894,0.852202010531351,0.9748785693473275,1.503137892638887,2025-01-13 04:15:00,25.0,0.5833333333333334,37.96601971304591,6004.032124487176,10.084950717385219,0.007
2,2025-01-13 05:05:00,2686.54,bull,fvg,2690.1221160113237,2682.9578839886763,1.791058005661741,1,1.0,44.43761409606896,16.99136096068551,1.0786451519116151,0.00039421187935825667,5,0,0.027573677064009695,0.004251281500068663,off,0,False,bull,1,0.8821601505955502,0,0,0.9458608894996283,0.7048373436992351,normal,0,0.13104356151268814,0.8689564384873119,0.8821601505955502,1.2004077998611395,2025-01-13 06:00:00,55.0,0.5833333333333334,37.31003464240348,6041.342159129579,11.724913393991297,0.007
3,2025-01-13 06:20:00,2687.27,bull,fvg,2690.567607109478,2683.972392890522,1.6488035547389583,0,-1.0,46.37528900172813,12.813190246969286,0.670182003742133,0.0003040970863263616,6,0,0.027852894490237017,0.003980711709741712,off,0,False,bull,1,1.0492456757675508,0,0,0.9427633841047082,-1.048121383648456,normal,0,0.13104356151268814,0.8689564384873119,1.0492456757675508,1.237260796858811,2025-01-13 07:30:00,70.0,0.5833333333333334,-47.09460328118311,5994.247555848396,12.736508202957783,0.007
4,2025-01-13 07:55:00,2687.06,bull,fvg,2689.870183869992,2684.2498161300077,1.40509193499607,1,1.0,55.48392823768521,21.131036716833798,1.029838022165388,0.0003097430290935245,7,0,0.02777257166899353,0.004058546854904271,london,2,True,bull,1,0.8825045316363943,0,0,0.8457984288675695,0.021841354370100798,normal,0,0.13104356151268814,0.8689564384873119,0.8825045316363943,1.1458324967217397,2025-01-13 08:20:00,25.0,0.5833333333333334,36.02174349536547,6030.269299343761,14.945641261586326,0.007
5,2025-01-13 09:35:00,2685.65,bull,ob,2688.550071901948,2682.7499280980524,1.4500359509739547,1,1.0,33.188056204978935,20.837312953958133,1.2185686653771761,0.00029654260118918937,9,0,0.027233261297787404,0.004581154258138453,london,2,True,bull,1,1.6551313768379798,0,0,0.8962202575347763,1.4242834316015425,normal,0,0.15725227381522575,0.8427477261847742,1.6551313768379798,1.9378829870476904,2025-01-13 10:05:00,30.0,0.5833333333333334,36.20704018106696,6066.476339524828,14.48239954733262,0.007
6,2025-01-13 10:45:00,2686.25,bull,fvg,2690.394919114231,2682.105080885769,2.072459557115568,0,-1.0,44.695295929664056,16.766168977772335,0.859468837581743,0.0005333685236733038,10,0,0.027462755072768723,0.004358768129102642,london,2,True,bull,1,1.4427302041836891,0,0,1.2636649627348353,-0.1042455671857602,normal,0,0.15725227381522575,0.8427477261847742,1.4427302041836891,1.7322412819464992,2025-01-13 12:00:00,75.0,0.5833333333333334,-46.053155088677,6020.423184436151,10.132887721692498,0.007
7,2025-01-13 12:00:00,2679.54,bull,ob,2684.470631979663,2674.609368020337,2.465315989831474,0,-1.0,29.380241143958102,15.156558011764428,1.2541338081912998,0.0006604885744030438,12,0,0.024896249689227237,0.006845786338820188,off,0,False,bull,1,2.1092630808577537,0,0,1.4496319466800252,2.127967345475123,normal,0,0.3456199138343702,0.6543800861656298,2.1092630808577537,2.437821368453078,2025-01-13 14:00:00,120.0,0.5833333333333334,-45.407271130616564,5975.015913305535,8.518177826541399,0.007
8,2025-01-13 13:55:00,2675.98,bull,ob,2679.982881023267,2671.977118976733,2.0014405116335485,0,-1.0,31.12525849089471,24.446099234981713,1.2482790270766406,0.0003612733077427022,13,0,0.023534586624337894,0.008165277371099514,new_york,3,True,bull,1,1.2441039269098624,0,0,1.1422100600022753,0.7618247130432404,normal,0,0.3456199138343702,0.6543800861656298,1.2441039269098624,1.7187620516346864,2025-01-13 14:00:00,5.0,0.5833333333333334,-46.19697710282888,5928.818936202706,10.492442757072206,0.007
9,2025-01-13 15:50:00,2669.12,bull,fvg,2674.9105245834817,2663.329475416518,2.895262291740998,0,-1.0,43.63451482405627,41.52778206884896,0.9869685964537491,0.0005388241992531684,15,0,0.020910707797051033,0.010707892113076054,new_york,3,True,bull,1,1.001636365821711,0,0,1.4568404851951011,0.7532668865744191,normal,0,0.3456199138343702,0.6543800861656298,1.001636365821711,1.157062698449307,2025-01-13 17:55:00,125.0,0.5833333333333334,-44.90129154238015,5883.917644660326,7.253228855950359,0.007
