,time,equity,withdrawn
0,2025-01-13 03:00:00,5966.06610477413,0.0
1,2025-01-13 04:15:00,6004.032124487176,0.0
2,2025-01-13 06:00:00,6041.342159129579,0.0
3,2025-01-13 07:30:00,5994.247555848396,0.0
4,2025-01-13 08:20:00,6030.269299343761,0.0
5,2025-01-13 10:05:00,6066.476339524828,0.0
6,2025-01-13 12:00:00,6020.423184436151,0.0
7,2025-01-13 14:00:00,5975.015913305535,0.0
8,2025-01-13 14:00:00,5928.818936202706,0.0
9,2025-01-13 17:55:00,5883.917644660326,0.0
10,2025-01-13 19:00:00,5839.2215567558915,0.0
11,2025-01-13 21:00:00,5793.622859715594,0.0
12,2025-01-13 21:00:00,5760.099128229215,0.0
13,2025-01-13 23:40:00,5786.035318542966,0.0
14,2025-01-14 01:10:00,5810.336731992069,0.0
15,2025-01-14 02:40:00,5834.710740025397,0.0
16,2025-01-14 03:35:00,5785.932550508089,0.0
17,2025-01-14 06:50:00,5821.899233829654,0.0
18,2025-01-14 05:00:00,5773.938763210022,0.0
19,2025-01-14 07:00:00,5808.898013479076,0.0
20,2025-01-14 09:00:00,5844.909125680774,0.0
21,2025-01-14 10:15:00,5880.104220164353,0.0
22,2025-01-14 10:25:00,5916.71851312433,0.0
23,2025-01-14 14:05:00,5953.469873296676,0.0
24,2025-01-14 13:50:00,5990.539843302279,0.0
25,2025-01-14 14:20:00,6027.114694199947,0.0
26,2025-01-14 15:00:00,6064.101613949259,0.0
27,2025-01-14 16:05:00,6019.250765945703,0.0
28,2025-01-17 07:35:00,5971.303866946033,0.0
29,2025-01-17 07:25:00,5922.199622756402,0.0
30,2025-01-17 07:35:00,5871.133499371004,0.0
31,2025-01-17 09:05:00,5906.110909067997,0.0
32,2025-01-17 09:50:00,5857.937191055057,0.0
33,2025-01-17 11:15:00,5809.177702070387,0.0
34,2025-01-17 13:55:00,5845.7631894531305,0.0
35,2025-01-17 14:30:00,5882.025018143924,0.0
36,2025-01-17 15:20:00,5919.071950124996,0.0
37,2025-01-17 16:40:00,5957.2127529448835,0.0
38,2025-01-17 19:05:00,5911.286256820032,0.0
39,2025-01-17 20:25:00,5864.041420173808,0.0
40,2025-01-17 22:00:00,5815.669635566742,0.0
41,2025-01-20 01:00:00,5851.984817436135,0.0
42,2025-01-20 01:20:00,5803.966852695797,0.0
43,2025-01-20 03:05:00,5756.638397209794,0.0
44,2025-01-20 05:05:00,5794.356857560575,0.0
