entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,prob,net_pnl,equity_after,units
2025-01-14 02:00:00,2667.25,bull,ob,2671.813448495096,2665.685389087396,1.3038424271702633,1,2.916666666666667,62.81051317342822,36.60175536111434,1.320440146715572,0.0003582346154523867,2,1,0.02019545219835919,0.011400995548571064,0.25514891203428397,119.74554233899565,1119.7455423389956,28.76114415251086
2025-01-17 13:10:00,2706.16,bull,ob,2710.8727028179173,2704.5442161767137,1.3464865194050593,0,-1.0,50.14483092248536,33.83909210670113,0.8760907504363001,0.00027406832463125144,13,4,0.03507812350589992,0.006826289287864018,0.30956933730858743,-56.14010410340151,1063.6054382355942,27.850260258503795
2025-01-20 07:05:00,2705.65,bull,ob,2709.790589214211,2704.2303694122706,1.1830254897745818,0,-1.0,68.11796038847945,44.59968542018924,0.7752283359322789,0.00024928764549012506,7,0,0.03488305379716586,0.007013461736079554,0.3836300509972395,-57.679354865683194,1005.926083369911,31.698387164207965
2025-01-23 06:05:00,2751.75,bull,ob,2755.434254962489,2750.486826870004,1.0526442749968987,1,2.916666666666667,50.02826157202868,33.96745052674702,0.765071099539355,0.00019742084326469008,6,3,0.03624162590236895,0.004233838137111154,0.3504148187569992,117.00017187069639,1122.9262552406074,35.62457032325904
2025-01-23 16:20:00,2746.11,bull,ob,2756.2212146587212,2742.6432978312955,2.888918473920365,0,-1.0,56.94402976128432,34.43482286173274,0.9947312961011591,0.0007095989836978169,16,3,0.033600066244109536,0.006274765239103183,0.4068224472577039,-50.19225451857203,1072.7340007220353,12.980636296430083
2025-01-24 05:40:00,2772.49,bull,ob,2779.291611088138,2770.1580190554955,1.9433174537537392,0,-1.0,59.80195453478269,45.51896810112908,0.8020540408362881,0.0005415265296741486,5,4,0.04352915493593879,0.0017678404262980879,0.23268567525419176,-52.71875947032082,1020.0152412517144,19.29689867580205
2025-02-03 11:05:00,2797.3,bull,ob,2805.0669620590365,2794.637041579759,2.2191320168675555,0,-1.0,68.23560069433535,41.67413120456808,1.0049403542595494,0.0005216901225139799,11,0,0.03545411472060181,0.007074324780014353,0.36817055073065236,-51.759399569735265,968.2558416819792,16.898498924338167
2025-02-04 02:35:00,2815.97,bull,ob,2821.346037304633,2814.12678720984,1.5360106584664999,1,2.916666666666667,59.13518769748172,37.22860648558463,1.36986301369863,0.00023642275736377095,2,1,0.04186753785874695,0.005098219332956575,0.2235523133117452,121.4844427642341,1089.7402844462133,24.413893089414742
2025-02-05 08:50:00,2861.25,bull,ob,2866.6556851533237,2859.396622233146,1.544481472378204,0,-1.0,65.57151041066456,34.84559249936945,0.9855072463768116,0.0003426151678629712,8,2,0.04789267821042453,0.0038020033633106927,0.28488790436742695,-54.711997371455396,1035.0282870747578,24.27999342863847
2025-02-06 11:00:00,2858.52,bull,ob,2867.8217744211406,2855.330820198466,2.657649834611641,1,2.916666666666667,51.68767602473168,38.56846755366572,1.058422845166361,0.0006935821902679104,11,3,0.04689285400369164,0.00831572702767392,0.3428412000106105,125.6059155895375,1160.6342026642953,14.110211026156254
2025-02-07 11:45:00,2869.87,bull,ob,2875.756736868387,2867.851690216553,1.6819248195392513,0,-1.0,64.11780365591363,32.666463461492604,0.8276999175597691,0.0004482986603143069,11,4,0.051049632299082895,0.004378159161003123,0.35213712095132654,-53.918353439905914,1106.7158492243893,22.29588359976477
2025-02-07 16:50:00,2875.19,bull,ob,2889.550195675233,2870.26650433992,4.102913050066674,0,-1.0,63.059546978660016,31.325654462528604,0.9293206548377609,0.0010968501921960888,16,4,0.05299800767630601,0.0039803511300177995,0.42949286024992883,-48.65593904061814,1058.059910183771,9.139847601545345
2025-02-10 12:45:00,2900.62,bull,ob,2907.8180296849882,2898.152104108004,2.056579909996624,1,2.916666666666667,51.74402895820741,40.231043227214684,0.887582248355033,0.0004651060462349789,12,0,0.06231138847382141,0.0035075906184834004,0.34757529745564625,123.9563373870916,1182.0162475708626,18.234156532271044
2025-02-12 19:25:00,2905.68,bull,ob,2916.341295944446,2902.024698533333,3.0460845555559564,0,-1.0,67.78755061248964,40.71274313300791,0.8128219805380652,0.0005606103004241497,19,2,0.058628076771739465,0.012540015904410447,0.276447605901362,-49.92435443810686,1132.0918931327558,12.310886095267145
2025-02-13 07:30:00,2920.7,bull,ob,2925.8826336670113,2918.923097028453,1.4807524762889666,0,-1.0,66.2305782879382,43.49655927200904,1.3327309690535352,0.00029678501585865254,7,3,0.05872331170478849,0.007435651707005454,0.38250758164926585,-55.12998474774923,1076.9619083850066,25.3249618693731
2025-02-20 02:45:00,2939.51,bull,ob,2944.0025782701127,2937.9696874502474,1.2835937914606979,0,-1.0,63.9961502628466,40.29298786513675,1.438721136767318,0.0003237259974873491,2,3,0.03719346529762546,0.002558490694083902,0.2316527778378796,-56.68593997555158,1020.275968409455,29.21484993887894
2025-02-24 21:20:00,2948.49,bull,ob,2954.031153998077,2946.5901757720876,1.5831868565935492,0,-1.0,62.12758926825623,33.89412087415907,0.9955891619407689,0.0002522255278802087,21,0,0.029666077652136802,0.0026013300949198136,0.33333455841170057,-54.474560717536065,965.8014076919189,23.68640179384017
2025-02-24 22:30:00,2948.68,bull,ob,2953.142345694476,2947.1500529047507,1.2749559127074714,1,2.916666666666667,55.457001621669896,30.81505565078165,0.9213604462839661,0.00028989454163075773,22,0,0.029732429091264615,0.0025370579599347807,0.3930324301168962,119.48488730042047,1085.2862949923394,29.41278174894884
2025-02-25 20:15:00,2905.83,bull,ob,2917.6865807287213,2901.7648866072955,3.387594493920365,1,2.916666666666667,52.6972007903497,32.84563075885364,1.0027161611588955,0.0005499035957470739,20,1,0.01476843347744399,0.017032115771028797,0.22495711228684667,126.82207923589436,1212.1083742282337,11.069801910264095
