tp_atr_mult,sl_atr_mult,model_threshold,entry_type_filter,cooldown_minutes,per_trade_risk_pct,require_discount_premium,require_inducement,require_rsi_filter,require_adx_filter,require_bull_only
3.5,1.2,0.22,ob_only,5,0.045,False,False,False,False,True
