,entry_time,entry_price,bias,entry_type,tp,sl,atr,target,pnl_r,rsi,adx,vol_spike,rolling_vol,hour,dayofweek,dist_to_range_low,dist_to_range_high,session_label,session_code,in_killzone,daily_trend_label,daily_trend,displacement_factor,liquidity_sweep,liquidity_sweep_dir,atr_ratio,volume_zscore,vol_regime,vol_regime_code,premium_pct,discount_pct,body_factor,impulse_factor,exit_time,holding_minutes,wfa_prob,prob,net_pnl,equity_after,units,risk_pct_used
0,2020-02-03 15:15:00,1576.85,bull,fvg,1578.7750952448655,1574.9249047551343,0.9625476224328082,1,1.0,35.05989659261772,15.303338833522469,1.9359364040215103,0.00037865547683621124,15,0,0.019756838905775048,0.009516331658291514,new_york,3,True,bull,1,1.6622554175098243,0,0,0.9966615777347094,2.1811605132909753,normal,0,0.29737417943107014,0.7026258205689299,1.6622554175098243,1.7973136701823633,2020-02-03 16:00:00,45.0,0.6321580628360691,0.6321580628360691,47.533084368677194,6047.533084368677,31.16728907830701,0.01
1,2020-02-04 08:00:00,1571.94,bull,fvg,1573.4759870731152,1570.404012926885,0.7679935365576182,1,1.0,25.397552242577888,32.64703524203737,1.2304199772985245,0.0003265735461965354,8,1,0.01658151717001882,0.01260050251256278,london,2,True,bull,1,0.9244869470939475,0,0,1.059010804399163,0.726103717264162,normal,0,0.5238512035010948,0.47614879649890524,0.9244869470939475,1.05469637626228,2020-02-04 09:20:00,80.0,0.6329571492938427,0.6329571492938427,44.37486849982069,6091.907952868498,39.062828750448276,0.01
2,2020-02-04 10:25:00,1568.99,bull,fvg,1571.2641320687103,1566.7158679312897,1.1370660343551562,0,-1.0,30.256022735417076,23.3530688508073,1.7856551267185687,0.0004912803614328239,10,1,0.014673737308413669,0.014453517587939693,london,2,True,bull,1,1.2840063425410644,0,0,1.4359948423538331,2.7064022254066775,normal,0,0.5238512035010948,0.47614879649890524,1.2840063425410644,2.0579279736615828,2020-02-04 11:00:00,35.0,0.8922658545188377,0.8922658545188377,-70.5534767880086,6021.354476080489,26.38369197002151,0.01
3,2020-02-04 15:30:00,1567.25,bull,fvg,1569.6068853147663,1564.8931146852337,1.1784426573831148,0,-1.0,45.92094818768603,35.50315573810746,1.5864297253634896,0.0004578632029833049,15,1,0.013548470542585556,0.015546482412060301,new_york,3,True,bull,1,1.3916672056338604,0,0,1.316214228733687,2.4124879764854006,normal,0,0.7032822757111612,0.29671772428883875,1.3916672056338604,1.9432426225007897,2020-02-04 15:40:00,10.0,0.7440409918234449,0.7440409918234449,-70.18293077292992,5951.171545307559,25.45732693232484,0.01
4,2020-02-04 16:45:00,1556.77,bull,fvg,1560.26165023584,1553.2783497641599,1.7458251179200057,0,-1.0,26.318084465538433,55.50649587142994,1.3954708402553118,0.0009233416700475538,16,1,0.00677100174610362,0.022129396984924634,new_york,3,True,bull,1,2.2167168751764077,0,0,1.7185810019477687,2.0035992524037183,normal,0,0.9061269146608324,0.0938730853391676,2.2167168751764077,2.3026361339042247,2020-02-04 17:25:00,40.0,0.649302698485025,0.649302698485025,-66.87354069822103,5884.298004609338,17.183851745552598,0.01
5,2020-02-04 21:15:00,1552.13,bull,fvg,1554.2697474365661,1549.990252563434,1.0698737182829778,1,1.0,52.32937063748161,14.070000949219159,0.8192435070594387,0.0004601591247828238,21,1,0.002040065333737956,0.025043969849246162,off,0,False,bull,1,1.177709087033534,0,0,0.8181856077848014,-1.0834675320582645,normal,0,0.9123867069486409,0.08761329305135915,1.177709087033534,1.3459532423238567,2020-02-04 22:15:00,60.0,0.6431260469338372,0.6431260469338372,48.78372298063539,5933.0817275899735,28.040692548411513,0.01
6,2020-02-04 22:50:00,1554.75,bull,fvg,1556.2591278865646,1553.2408721134354,0.7545639432822563,0,-1.0,64.21463298021207,24.130806766744595,1.3710247349823321,0.0003194048938623799,22,1,0.0037315119079129825,0.02339824120603015,off,0,False,bull,1,1.2059945457262358,0,0,0.5725334871396452,0.10490703927915913,low,1,0.9123867069486409,0.08761329305135915,1.2059945457262358,1.3915321681454713,2020-02-04 23:30:00,40.0,0.8152275133654835,0.8152275133654835,-26.56612867258196,5906.515598917392,13.91532168145491,0.0034999999999999996
7,2020-02-05 02:20:00,1554.47,bull,fvg,1556.0414691277283,1552.8985308722717,0.7857345638640924,1,1.0,59.42289250557929,16.074300371224304,1.886648915937619,0.000352946707274692,2,2,0.0035507466251767303,0.02357412060301506,asia,1,True,bull,1,1.794499141117035,0,0,0.6882013189956782,1.1783244031700093,low,1,0.8856611666279323,0.11433883337206777,1.794499141117035,1.9344955280125549,2020-02-05 03:00:00,40.0,0.6426375064557325,0.6426375064557325,15.654683409439246,5922.170282326831,13.36329147640188,0.0034999999999999996
8,2020-02-05 03:30:00,1556.16,bull,fvg,1558.1409852572267,1554.1790147427735,0.9904926286133453,0,-1.0,61.75855124816057,21.881666728692558,1.8322813345356177,0.0004557717243606018,3,2,0.004641794224549252,0.0225125628140703,off,0,False,bull,1,1.4033420944747979,0,0,0.9858238036758988,2.8560796096420833,normal,0,0.8856611666279323,0.11433883337206777,1.4033420944747979,2.0999651485663793,2020-02-05 03:55:00,25.0,0.6698484554313618,0.6698484554313618,-72.11518354942228,5850.055098777409,30.287958873555674,0.01
9,2020-02-05 07:40:00,1560.45,bull,fvg,1561.8116362975272,1559.0883637024729,0.6808181487635573,0,-1.0,73.79927431410525,32.73094338722081,2.6967047747141897,0.0002910379110956793,7,2,0.007411376592187078,0.01981783919597987,london,2,True,bull,1,1.3806917481668208,0,0,0.9219497061381838,1.741795316598897,normal,0,0.7564489890773873,0.24355101092261272,1.3806917481668208,2.188543302945166,2020-02-05 07:50:00,10.0,0.5888398832647184,0.5888398832647184,-77.62585210425536,5772.429246673153,44.06463026063841,0.01
