,time,equity,withdrawn
0,2025-01-21 18:05:00,991.749035098947,0
1,2025-01-21 19:20:00,983.5419042491088,0
2,2025-01-22 11:55:00,975.1305885983966,0
3,2025-01-22 13:00:00,994.7284820654255,0
4,2025-01-22 14:50:00,986.2056160394898,0
5,2025-01-22 18:35:00,1005.9212959402792,0
6,2025-02-13 18:40:00,997.6995629747771,0
7,2025-02-13 19:40:00,989.2646427714452,0
8,2025-04-01 08:40:00,1008.9237710713278,0
9,2025-05-09 17:10:00,1001.2156190992438,0
10,2025-05-09 18:45:00,993.5057275437997,0
11,2025-05-09 19:45:00,1013.7099492007903,0
12,2025-05-09 20:45:00,1033.7269482762208,0
13,2025-07-09 05:55:00,1025.8108330360487,0
14,2025-07-09 09:20:00,1045.6164735109262,0
15,2025-07-09 15:00:00,1065.2569351614507,0
